county,week,week number,Face Shields (Disposable),Surgical Masks,Cloth Masks,Surgical or Examination Gowns,Examination Gloves,N-95 Respirators,Hand Sanitizers,Wipes,Other / None of the above,Cleaning Supplies,Swabs,Viral Testing Media,Pharmaceuticals,Shoe Covers,Test Kits,KN95 Respirators,Coveralls (Hospitals or EMS),Medical Equipment,Goggles,Lab Supplies,Beds/Cots,Body Bags,Lab Kit,Ventilators,Personnel,Sample Collecting Kits,Lab Platform,Bedding Accessories,Fit Testing Supplies
['Shasta'],2020-07-15 to 2020-07-21,6,[35720.0],[3773700.0],[65660.0],[56714.0],[408000.0],[188564.0],[110404.0],[0.0],[35546.0],[0.0],[145100.0],[53456.0],[231.0],[0.0],[0.0],[0.0],[0.0],[392.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Alpine'],2020-07-15 to 2020-07-21,6,[2100.0],[28000.0],[0.0],[350.0],[34160.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[7000.0],[8820.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0]
['Lake'],2020-07-15 to 2020-07-21,6,[36300.0],[4109000.0],[89040.0],[32102.0],[2422880.0],[417900.0],[15666.0],[46200.0],[350.0],[0.0],[72700.0],[40700.0],[91.0],[2800.0],[4200.0],[17640.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Fresno'],2020-07-15 to 2020-07-21,6,[1137012.0],[32050000.0],[585000.0],[1115660.0],[17773040.0],[4839680.0],[843715.0],[67200.0],[297270.0],[0.0],[842800.0],[623700.0],[11543.0],[181150.0],[0.0],[114660.0],[8960.0],[980.0],[49600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[149.0],[10500.0],[0.0],[0.0],[0.0]
['Amador'],2020-07-15 to 2020-07-21,6,[103376.0],[908000.0],[119000.0],[103950.0],[358000.0],[1323960.0],[42000.0],[0.0],[10332.0],[210.0],[83007.0],[19600.0],[0.0],[0.0],[14000.0],[44100.0],[7000.0],[0.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[6000.0],[0.0],[0.0],[0.0]
['Tuolumne'],2020-07-15 to 2020-07-21,6,[113848.0],[10307500.0],[5040.0],[152410.0],[2100000.0],[1259704.0],[38129.0],[0.0],[0.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[36650.0],[61740.0],[350.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['El Dorado'],2020-07-15 to 2020-07-21,6,[12172.0],[2045000.0],[162540.0],[79120.0],[7465000.0],[167460.0],[40488.0],[0.0],[126600.0],[0.0],[28000.0],[26600.0],[0.0],[10000.0],[0.0],[70560.0],[1350.0],[0.0],[15300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Glenn'],2020-07-15 to 2020-07-21,6,[3500.0],[870800.0],[17500.0],[14550.0],[294000.0],[242520.0],[3612.0],[0.0],[0.0],[0.0],[84000.0],[16800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0]
['Tehama'],2020-07-15 to 2020-07-21,6,[14800.0],[310000.0],[4500.0],[26250.0],[24360.0],[102480.0],[14952.0],[14000.0],[54824.0],[0.0],[3500.0],[700.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Butte'],2020-07-15 to 2020-07-21,6,[69460.0],[4753000.0],[174000.0],[281064.0],[360720.0],[745724.0],[94421.0],[0.0],[101619.0],[0.0],[74214.0],[67200.0],[742.0],[0.0],[18550.0],[176400.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[119.0],[0.0],[0.0],[0.0],[0.0]
['Plumas'],2020-07-15 to 2020-07-21,6,[12400.0],[769000.0],[14000.0],[18200.0],[245000.0],[49980.0],[15536.0],[1400.0],[888.0],[0.0],[70000.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[2814.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sierra'],2020-07-15 to 2020-07-21,6,[700.0],[21700.0],[3500.0],[12040.0],[18060.0],[5040.0],[1134.0],[0.0],[0.0],[0.0],[3500.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[0.0]
['Kern'],2020-07-22 to 2020-07-28,7,[2941300.0],[20174000.0],[4346200.0],[4450040.0],[2912000.0],[9943238.0],[6592763.0],[0.0],[137036.0],[0.0],[547050.0],[500500.0],[10997.0],[0.0],[417200.0],[85820.0],[0.0],[1050.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[539.0],[0.0],[0.0],[0.0],[0.0]
['Mariposa'],2020-07-22 to 2020-07-28,7,[19740.0],[814000.0],[21000.0],[11592.0],[112000.0],[66240.0],[76132.0],[29400.0],[14700.0],[0.0],[49000.0],[18712.0],[100800.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Merced'],2020-07-22 to 2020-07-28,7,[781680.0],[7468000.0],[205560.0],[1012550.0],[4493000.0],[1686960.0],[54990.0],[0.0],[101052.0],[0.0],[437700.0],[233552.0],[1344.0],[23000.0],[0.0],[35280.0],[0.0],[2220.0],[7000.0],[0.0],[0.0],[2800.0],[0.0],[0.0],[0.0],[5000.0],[0.0],[0.0],[0.0]
['Mono'],2020-07-22 to 2020-07-28,7,[17940.0],[513000.0],[25500.0],[35058.0],[882500.0],[315140.0],[46046.0],[1000.0],[57150.0],[84.0],[103007.0],[16850.0],[0.0],[33250.0],[30800.0],[35280.0],[378.0],[0.0],[9000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2020-07-22 to 2020-07-28,7,[152144.0],[3528000.0],[724080.0],[502580.0],[14220000.0],[998228.0],[1239840.0],[11000.0],[141359.0],[0.0],[96000.0],[50056.0],[378.0],[0.0],[0.0],[102060.0],[0.0],[0.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[44800.0],[0.0],[0.0],[0.0]
['Santa Barbara'],2020-07-22 to 2020-07-28,7,[213500.0],[13626400.0],[767060.0],[748792.0],[7275120.0],[9951880.0],[581672.0],[7056.0],[7035.0],[0.0],[637000.0],[360976.0],[5089.0],[0.0],[0.0],[306460.0],[14294.0],[350.0],[75200.0],[0.0],[168.0],[0.0],[0.0],[0.0],[14.0],[56000.0],[0.0],[0.0],[0.0]
['Sutter'],2020-07-22 to 2020-07-28,7,[36400.0],[693000.0],[3500.0],[54740.0],[105000.0],[469240.0],[10969.0],[0.0],[68264.0],[0.0],[19600.0],[16800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Modoc'],2020-07-22 to 2020-07-28,7,[16800.0],[1225000.0],[43120.0],[77000.0],[210000.0],[67480.0],[18956.0],[0.0],[143052.0],[0.0],[57400.0],[35350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Del Norte'],2020-07-22 to 2020-07-28,7,[42700.0],[2524000.0],[179620.0],[238152.0],[2258400.0],[1123570.0],[46368.0],[22672.0],[211204.0],[0.0],[78400.0],[18144.0],[0.0],[28000.0],[0.0],[0.0],[10500.0],[0.0],[6300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[350.0],[0.0],[0.0],[0.0]
['Placer'],2020-07-22 to 2020-07-28,7,[466900.0],[18340000.0],[780500.0],[1247890.0],[5411000.0],[2503024.0],[575736.0],[0.0],[11368.0],[0.0],[581000.0],[378448.0],[101983.0],[350000.0],[0.0],[1383060.0],[15260.0],[0.0],[3585400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[0.0],[0.0],[0.0],[0.0]
['Trinity'],2020-07-22 to 2020-07-28,7,[27860.0],[430360.0],[38500.0],[42098.0],[245000.0],[199724.0],[2492.0],[25200.0],[18200.0],[0.0],[28707.0],[20650.0],[0.0],[0.0],[0.0],[8820.0],[126.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5950.0],[0.0],[0.0],[0.0]
['Sacramento'],2020-07-22 to 2020-07-28,7,[4495228.0],[59999000.0],[4378800.0],[5758970.0],[70897200.0],[19631825.0],[2230773.0],[173280.0],[881300.0],[2814.0],[763000.0],[859338.0],[13937.0],[492100.0],[626400.0],[1118740.0],[38500.0],[27186.0],[1203300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[84.0],[143500.0],[0.0],[0.0],[0.0]
['San Benito'],2020-07-22 to 2020-07-28,7,[12600.0],[1883000.0],[31500.0],[109620.0],[420000.0],[1292830.0],[5852.0],[12600.0],[3322.0],[0.0],[147000.0],[33600.0],[56.0],[0.0],[0.0],[56280.0],[875.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Yuba'],2020-07-22 to 2020-07-28,7,[8180.0],[4666000.0],[17500.0],[426706.0],[7686000.0],[241640.0],[120230.0],[0.0],[144844.0],[0.0],[146014.0],[43148.0],[602.0],[0.0],[2800.0],[0.0],[476.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Ventura'],2020-07-22 to 2020-07-28,7,[2170644.0],[56985000.0],[537620.0],[2784390.0],[7616000.0],[12121260.0],[297580.0],[8400.0],[23242.0],[0.0],[807000.0],[433536.0],[5635.0],[0.0],[0.0],[267820.0],[0.0],[1750.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[0.0],[0.0],[146300.0],[0.0],[0.0],[0.0]
['Sonoma'],2020-07-22 to 2020-07-28,7,[554388.0],[12049000.0],[1550540.0],[731920.0],[2021600.0],[4775860.0],[225658.0],[11456.0],[1147456.0],[0.0],[469000.0],[229103.0],[945.0],[0.0],[0.0],[211680.0],[106330.0],[0.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[161.0],[42000.0],[0.0],[0.0],[0.0]
['San Joaquin'],2020-07-22 to 2020-07-28,7,[1358160.0],[10721090.0],[453000.0],[1113084.0],[7721760.0],[4928998.0],[432518.0],[98280.0],[756848.0],[0.0],[421435.0],[308700.0],[6930.0],[576100.0],[157900.0],[176120.0],[310975.0],[1250.0],[16100.0],[0.0],[0.0],[0.0],[0.0],[0.0],[70.0],[148400.0],[0.0],[0.0],[0.0]
['Alameda'],2020-07-22 to 2020-07-28,7,[1029824.0],[81737000.0],[1747600.0],[751828.0],[19665480.0],[10336320.0],[1869202.0],[105000.0],[1255941.0],[0.0],[1948600.0],[1088585.0],[13244.0],[0.0],[175000.0],[227780.0],[46774.0],[1890.0],[91000.0],[305200.0],[0.0],[0.0],[0.0],[70.0],[0.0],[84000.0],[0.0],[0.0],[0.0]
['Monterey'],2020-07-22 to 2020-07-28,7,[474980.0],[18691536.0],[280000.0],[1037250.0],[8457600.0],[4377388.0],[362308.0],[14000.0],[182039.0],[0.0],[636000.0],[292610.0],[2345.0],[102200.0],[35000.0],[482020.0],[58513.0],[350.0],[59500.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[8000.0],[0.0],[0.0],[0.0]
['Solano'],2020-07-22 to 2020-07-28,7,[307646.0],[7378000.0],[29120.0],[558096.0],[8262520.0],[2292220.0],[162694.0],[0.0],[82306.0],[0.0],[523700.0],[132642.0],[3052.0],[5250.0],[0.0],[0.0],[33250.0],[7350.0],[30000.0],[93800.0],[0.0],[0.0],[33500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Francisco'],2020-07-22 to 2020-07-28,7,[1854720.0],[37583000.0],[553080.0],[398202.0],[29289120.0],[14051380.0],[422296.0],[0.0],[78848.0],[6720.0],[725935.0],[486976.0],[6167.0],[0.0],[0.0],[735280.0],[18060.0],[1484.0],[85820.0],[317800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[72450.0],[0.0],[0.0],[0.0]
['Stanislaus'],2020-07-22 to 2020-07-28,7,[337652.0],[10206000.0],[20580.0],[1417150.0],[6685000.0],[4774028.0],[380737.0],[7056.0],[12460.0],[84.0],[545300.0],[383600.0],[107450.0],[112000.0],[75600.0],[175840.0],[53228.0],[1330.0],[75200.0],[81200.0],[0.0],[700.0],[0.0],[0.0],[140.0],[0.0],[0.0],[0.0],[0.0]
['Orange'],2020-07-22 to 2020-07-28,7,[5022196.0],[88689520.0],[2086000.0],[8307648.0],[16440880.0],[23921378.0],[2603227.0],[42000.0],[2161894.0],[7056.0],[2072000.0],[1568428.0],[49336.0],[282100.0],[77350.0],[980420.0],[10750.0],[18340.0],[1782340.0],[0.0],[16100.0],[14000.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Nevada'],2020-07-22 to 2020-07-28,7,[15400.0],[483000.0],[35000.0],[98784.0],[657600.0],[739760.0],[23870.0],[0.0],[21980.0],[0.0],[120400.0],[54915.0],[301.0],[0.0],[8400.0],[95200.0],[2800.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[4550.0],[0.0],[0.0],[0.0]
['San Luis Obispo'],2020-07-22 to 2020-07-28,7,[225960.0],[8705000.0],[603120.0],[113120.0],[2759400.0],[2476740.0],[243780.0],[0.0],[11669.0],[0.0],[31021.0],[2000.0],[574.0],[182000.0],[0.0],[8820.0],[700.0],[1400.0],[39200.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0]
['Lassen'],2020-07-22 to 2020-07-28,7,[16184.0],[3073000.0],[0.0],[23870.0],[21000.0],[2068080.0],[22640.0],[0.0],[0.0],[0.0],[35035.0],[35280.0],[100800.0],[0.0],[0.0],[25200.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0]
['Imperial'],2020-07-22 to 2020-07-28,7,[595560.0],[14790500.0],[565040.0],[1328082.0],[4037580.0],[6681220.0],[291788.0],[0.0],[413042.0],[0.0],[292000.0],[172156.0],[112126.0],[0.0],[1600.0],[106680.0],[466617.0],[2065.0],[42000.0],[0.0],[0.0],[3500.0],[0.0],[56.0],[931.0],[0.0],[0.0],[0.0],[0.0]
['San Bernardino'],2020-07-22 to 2020-07-28,7,[532268.0],[28418000.0],[2962820.0],[1222844.0],[3066000.0],[6280018.0],[536868.0],[0.0],[31899.0],[0.0],[501000.0],[319130.0],[31206.0],[5250.0],[193700.0],[183820.0],[49875.0],[17850.0],[33040.0],[0.0],[0.0],[0.0],[0.0],[0.0],[34.0],[40000.0],[0.0],[0.0],[0.0]
['Santa Clara'],2020-07-22 to 2020-07-28,7,[12579812.0],[47605250.0],[299040.0],[3636780.0],[31836200.0],[47136840.0],[1177911.0],[0.0],[2282208.0],[168000.0],[1960200.0],[1512726.0],[93219.0],[1757000.0],[0.0],[70560.0],[446264.0],[4620.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[350.0],[280000.0],[0.0],[0.0],[0.0]
['San Diego'],2020-07-22 to 2020-07-28,7,[3342312.0],[95412000.0],[3104000.0],[26316888.0],[37303736.0],[13570830.0],[2471535.0],[168.0],[1725878.0],[882.0],[1815000.0],[741720.0],[49266.0],[700000.0],[263200.0],[0.0],[77364.0],[2950.0],[517600.0],[71400.0],[0.0],[5800.0],[0.0],[210.0],[190.0],[400400.0],[0.0],[0.0],[0.0]
['Humboldt'],2020-07-22 to 2020-07-28,7,[97300.0],[10696000.0],[155540.0],[222600.0],[5197360.0],[1697920.0],[186928.0],[0.0],[106197.0],[0.0],[216400.0],[103178.0],[0.0],[5250.0],[0.0],[17640.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[21700.0],[0.0],[0.0],[0.0]
['Tulare'],2020-07-22 to 2020-07-28,7,[1337322.0],[10766000.0],[7000.0],[1338974.0],[3681720.0],[3878602.0],[289898.0],[29400.0],[155526.0],[14.0],[532700.0],[288337.0],[7014.0],[99050.0],[0.0],[350000.0],[93975.0],[44800.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[28.0],[399.0],[0.0],[0.0],[0.0],[0.0]
['Los Angeles'],2020-07-22 to 2020-07-28,7,[8950362.0],[300272900.0],[4321620.0],[40023462.0],[97850200.0],[165032860.0],[8551825.0],[87472.0],[1374804.0],[2800.0],[8082550.0],[5055148.0],[257516.0],[359100.0],[0.0],[679420.0],[143619.0],[8981.0],[67550.0],[0.0],[0.0],[0.0],[0.0],[140.0],[5677.0],[385000.0],[0.0],[0.0],[0.0]
['Mendocino'],2020-07-22 to 2020-07-28,7,[204400.0],[3469000.0],[380240.0],[373800.0],[2170000.0],[806680.0],[95438.0],[0.0],[400.0],[0.0],[84200.0],[22592.0],[427.0],[0.0],[0.0],[0.0],[0.0],[0.0],[19600.0],[10500.0],[301.0],[0.0],[0.0],[0.0],[7.0],[22152.0],[0.0],[0.0],[0.0]
['Kings'],2020-07-22 to 2020-07-28,7,[93492.0],[3409000.0],[14000.0],[695674.0],[1714720.0],[3686200.0],[455854.0],[0.0],[329910.0],[0.0],[151421.0],[134256.0],[5012.0],[7000.0],[46900.0],[78820.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[140400.0],[0.0],[0.0],[0.0]
['Madera'],2020-07-22 to 2020-07-28,7,[532336.0],[2940000.0],[3500.0],[427000.0],[420000.0],[2456160.0],[754936.0],[0.0],[451500.0],[0.0],[238000.0],[98812.0],[581.0],[140000.0],[0.0],[17640.0],[0.0],[5050.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Contra Costa'],2020-07-22 to 2020-07-28,7,[404068.0],[14016800.0],[112000.0],[3135622.0],[4174300.0],[10535470.0],[1329174.0],[42280.0],[61585.0],[3570.0],[1774100.0],[1015684.0],[3248.0],[14000.0],[2450.0],[1289820.0],[25200.0],[0.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[37.0],[28700.0],[0.0],[0.0],[0.0]
['Siskiyou'],2020-07-22 to 2020-07-28,7,[2100.0],[3115000.0],[112000.0],[53004.0],[770000.0],[149520.0],[24472.0],[7000.0],[0.0],[0.0],[183407.0],[27342.0],[104.0],[0.0],[119000.0],[0.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[56000.0],[0.0],[0.0],[0.0]
['Inyo'],2020-07-22 to 2020-07-28,7,[134296.0],[1870000.0],[771740.0],[35924.0],[1295960.0],[466760.0],[74984.0],[0.0],[5250.0],[756.0],[91200.0],[5150.0],[100800.0],[14000.0],[0.0],[27720.0],[8687.0],[11508.0],[2100.0],[35000.0],[364.0],[700.0],[0.0],[70.0],[0.0],[1950.0],[0.0],[0.0],[0.0]
['San Mateo'],2020-07-22 to 2020-07-28,7,[667180.0],[17926000.0],[133280.0],[542240.0],[5994800.0],[1022280.0],[339636.0],[0.0],[460754.0],[7056.0],[1036350.0],[489426.0],[5327.0],[112000.0],[76300.0],[2152430.0],[0.0],[106470.0],[66500.0],[30200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[63000.0],[0.0],[0.0],[0.0]
['Calaveras'],2020-07-22 to 2020-07-28,7,[23310.0],[14000.0],[105000.0],[49700.0],[312200.0],[171304.0],[34580.0],[71400.0],[106400.0],[0.0],[52007.0],[44000.0],[70.0],[0.0],[0.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1950.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2020-07-22 to 2020-07-28,7,[548520.0],[11721000.0],[99340.0],[2344000.0],[7129080.0],[3506465.0],[689772.0],[0.0],[15190.0],[0.0],[386400.0],[215600.0],[497.0],[462000.0],[0.0],[78820.0],[2800.0],[700.0],[27720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[28.0],[17500.0],[0.0],[0.0],[0.0]
['Yolo'],2020-07-22 to 2020-07-28,7,[184756.0],[3948000.0],[2056040.0],[437346.0],[4530160.0],[1381800.0],[221751.0],[29400.0],[15637.0],[0.0],[56000.0],[18200.0],[259.0],[42000.0],[0.0],[334040.0],[28063.0],[0.0],[9300.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Marin'],2020-07-22 to 2020-07-28,7,[1067416.0],[4102000.0],[99120.0],[919940.0],[4457000.0],[3605620.0],[126938.0],[14000.0],[494186.0],[0.0],[161000.0],[33600.0],[1064.0],[140000.0],[0.0],[17640.0],[10976.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[120050.0],[0.0],[0.0],[0.0]
['Riverside'],2020-07-22 to 2020-07-28,7,[337192.0],[78831000.0],[1076320.0],[1253000.0],[23410180.0],[19243800.0],[1018409.0],[25200.0],[272490.0],[1680.0],[21000.0],[277298.0],[38122.0],[10500.0],[3500.0],[948360.0],[56350.0],[19040.0],[182000.0],[1773800.0],[0.0],[3500.0],[0.0],[0.0],[175.0],[0.0],[0.0],[0.0],[0.0]
['Colusa'],2020-07-22 to 2020-07-28,7,[57248.0],[8242000.0],[165500.0],[9142.0],[5329000.0],[67820.0],[67483.0],[0.0],[20001.0],[0.0],[35000.0],[33600.0],[0.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[2.0],[350.0],[0.0],[0.0],[0.0]
['Shasta'],2020-07-22 to 2020-07-28,7,[35420.0],[3773700.0],[65660.0],[56714.0],[504000.0],[217124.0],[110404.0],[0.0],[35546.0],[0.0],[149100.0],[57456.0],[231.0],[0.0],[0.0],[0.0],[0.0],[392.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Alpine'],2020-07-22 to 2020-07-28,7,[2100.0],[28000.0],[0.0],[350.0],[34160.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[7000.0],[8820.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0]
['Lake'],2020-07-22 to 2020-07-28,7,[90700.0],[4123000.0],[89040.0],[33102.0],[2830720.0],[417900.0],[17586.0],[47000.0],[350.0],[0.0],[84700.0],[45500.0],[91.0],[2800.0],[4200.0],[27720.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Fresno'],2020-07-22 to 2020-07-28,7,[1204012.0],[35512000.0],[609000.0],[1115660.0],[24217040.0],[5909120.0],[919975.0],[67200.0],[455070.0],[0.0],[962800.0],[711500.0],[11543.0],[241150.0],[10500.0],[316260.0],[8960.0],[980.0],[61600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[224.0],[10500.0],[0.0],[0.0],[0.0]
['Amador'],2020-07-22 to 2020-07-28,7,[103376.0],[924000.0],[119000.0],[103950.0],[378000.0],[1334760.0],[44016.0],[0.0],[10332.0],[210.0],[86007.0],[21616.0],[0.0],[0.0],[14000.0],[44100.0],[7000.0],[0.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0]
['Tuolumne'],2020-07-22 to 2020-07-28,7,[113848.0],[11307500.0],[10040.0],[158410.0],[2500000.0],[1263304.0],[41629.0],[0.0],[0.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[38150.0],[86940.0],[350.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['El Dorado'],2020-07-22 to 2020-07-28,7,[12572.0],[2065000.0],[162540.0],[99120.0],[7553000.0],[188580.0],[40488.0],[0.0],[126700.0],[0.0],[28000.0],[26600.0],[0.0],[14000.0],[0.0],[70560.0],[1750.0],[0.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Glenn'],2020-07-22 to 2020-07-28,7,[3500.0],[870800.0],[17500.0],[19950.0],[294000.0],[375000.0],[3612.0],[0.0],[0.0],[0.0],[84000.0],[16800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0]
['Tehama'],2020-07-22 to 2020-07-28,7,[23800.0],[322000.0],[31500.0],[26250.0],[24360.0],[102480.0],[14952.0],[14000.0],[54824.0],[0.0],[3500.0],[700.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Butte'],2020-07-22 to 2020-07-28,7,[69160.0],[4757000.0],[219000.0],[281064.0],[624720.0],[745724.0],[94529.0],[0.0],[101619.0],[0.0],[74214.0],[67200.0],[742.0],[0.0],[18550.0],[176400.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[119.0],[0.0],[0.0],[0.0],[0.0]
['Plumas'],2020-07-22 to 2020-07-28,7,[12600.0],[539000.0],[56000.0],[18200.0],[245000.0],[54480.0],[13496.0],[1400.0],[888.0],[0.0],[70000.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[2814.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sierra'],2020-07-22 to 2020-07-28,7,[700.0],[21700.0],[3500.0],[12040.0],[18060.0],[5040.0],[1134.0],[0.0],[0.0],[0.0],[3500.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[0.0]
['Kern'],2020-07-29 to 2020-08-04,8,[3062500.0],[25886000.0],[4576500.0],[4450040.0],[3292000.0],[9946118.0],[6744983.0],[0.0],[137186.0],[0.0],[547050.0],[500500.0],[10997.0],[0.0],[417200.0],[85820.0],[0.0],[1050.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[693.0],[0.0],[0.0],[0.0],[0.0]
['Mariposa'],2020-07-29 to 2020-08-04,8,[19740.0],[834000.0],[21000.0],[11592.0],[836000.0],[80640.0],[76772.0],[29400.0],[14700.0],[0.0],[49000.0],[19712.0],[100800.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
