county,week,week number,Face Shields (Disposable),Surgical Masks,Cloth Masks,Surgical or Examination Gowns,Examination Gloves,N-95 Respirators,Hand Sanitizers,Wipes,Other / None of the above,Cleaning Supplies,Swabs,Viral Testing Media,Pharmaceuticals,Shoe Covers,Test Kits,KN95 Respirators,Coveralls (Hospitals or EMS),Medical Equipment,Goggles,Lab Supplies,Beds/Cots,Body Bags,Lab Kit,Ventilators,Personnel,Sample Collecting Kits,Lab Platform,Bedding Accessories,Fit Testing Supplies
['Humboldt'],2020-11-28 to 2020-12-04,25,[159936.0],[13095200.0],[387940.0],[1005200.0],[9194960.0],[1817440.0],[214808.0],[50400.0],[792197.0],[0.0],[701400.0],[551236.0],[0.0],[5250.0],[95200.0],[129920.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[441700.0],[0.0],[0.0],[0.0]
['Tulare'],2020-11-28 to 2020-12-04,25,[1365322.0],[14876400.0],[938000.0],[1694154.0],[9148720.0],[5839162.0],[501214.0],[467320.0],[155556.0],[14.0],[882700.0],[363937.0],[7014.0],[99050.0],[295680.0],[350000.0],[93975.0],[44838.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[28.0],[399.0],[394800.0],[0.0],[0.0],[0.0]
['Los Angeles'],2020-11-28 to 2020-12-04,25,[13148302.0],[337763400.0],[18320020.0],[80821062.0],[232557200.0],[257665300.0],[11708905.0],[6303472.0],[1573554.0],[2800.0],[10406550.0],[7126070.0],[257516.0],[359100.0],[2968000.0],[1270780.0],[154819.0],[24771.0],[207550.0],[0.0],[0.0],[2760.0],[0.0],[140.0],[6195.0],[385000.0],[0.0],[0.0],[2.0]
['Mendocino'],2020-11-28 to 2020-12-04,25,[232400.0],[4307000.0],[541590.0],[507360.0],[2884000.0],[1197520.0],[112186.0],[0.0],[1050.0],[140000.0],[137200.0],[78897.0],[448.0],[0.0],[76160.0],[14000.0],[0.0],[0.0],[19600.0],[16548.0],[301.0],[0.0],[0.0],[0.0],[84.0],[54152.0],[0.0],[0.0],[0.0]
['Kings'],2020-11-28 to 2020-12-04,25,[132692.0],[3688300.0],[1638000.0],[702674.0],[3149720.0],[4596760.0],[544810.0],[14000.0],[329910.0],[0.0],[204421.0],[172480.0],[5012.0],[7000.0],[132020.0],[87640.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[179200.0],[0.0],[0.0],[0.0]
['Madera'],2020-11-28 to 2020-12-04,25,[537236.0],[3298400.0],[773500.0],[427000.0],[867000.0],[3443160.0],[762132.0],[78400.0],[451528.0],[0.0],[385000.0],[210812.0],[581.0],[140000.0],[210240.0],[97860.0],[0.0],[7070.0],[7350.0],[0.0],[0.0],[0.0],[0.0],[21.0],[36.0],[84000.0],[0.0],[0.0],[0.0]
['Contra Costa'],2020-11-28 to 2020-12-04,25,[614064.0],[14396200.0],[936600.0],[3928522.0],[13512900.0],[15094870.0],[1466988.0],[8462440.0],[90587.0],[3570.0],[2354100.0],[1968217.0],[3248.0],[14000.0],[850610.0],[1294020.0],[25200.0],[0.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[315.0],[448700.0],[0.0],[0.0],[0.0]
['Siskiyou'],2020-11-28 to 2020-12-04,25,[7224.0],[4053000.0],[273000.0],[71784.0],[1099000.0],[847560.0],[33292.0],[7000.0],[0.0],[0.0],[197407.0],[44142.0],[140.0],[0.0],[159320.0],[70000.0],[0.0],[350.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[73500.0],[0.0],[0.0],[0.0]
['Inyo'],2020-11-28 to 2020-12-04,25,[171192.0],[3279500.0],[851340.0],[35924.0],[3641960.0],[566160.0],[83524.0],[638400.0],[5390.0],[756.0],[119700.0],[17150.0],[100800.0],[28000.0],[13670.0],[66920.0],[10087.0],[11508.0],[2100.0],[52500.0],[364.0],[1050.0],[0.0],[70.0],[9.0],[7700.0],[0.0],[0.0],[0.0]
['San Mateo'],2020-11-28 to 2020-12-04,25,[690480.0],[18059200.0],[672280.0],[7010640.0],[10327800.0],[2806440.0],[350476.0],[19829040.0],[474754.0],[7056.0],[1666350.0],[1244453.0],[5327.0],[126000.0],[552780.0],[274750.0],[0.0],[120470.0],[66500.0],[211400.0],[0.0],[0.0],[0.0],[0.0],[90.0],[285600.0],[0.0],[0.0],[0.0]
['Calaveras'],2020-11-28 to 2020-12-04,25,[35910.0],[70000.0],[105000.0],[78050.0],[494200.0],[223384.0],[36680.0],[93800.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[37120.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[33950.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2020-11-28 to 2020-12-04,25,[629244.0],[12684000.0],[588840.0],[2492700.0],[13353080.0],[7243145.0],[744520.0],[266000.0],[29890.0],[5600.0],[456400.0],[293034.0],[497.0],[476000.0],[188800.0],[85820.0],[37800.0],[1414.0],[34720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[621.0],[164500.0],[0.0],[0.0],[0.0]
['Yolo'],2020-11-28 to 2020-12-04,25,[228060.0],[4634000.0],[2196740.0],[552846.0],[7713160.0],[1685880.0],[259847.0],[456960.0],[15901.0],[0.0],[147000.0],[88256.0],[259.0],[42000.0],[80640.0],[334040.0],[28063.0],[0.0],[14700.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[99.0],[21000.0],[0.0],[0.0],[0.0]
['Marin'],2020-11-28 to 2020-12-04,25,[1074528.0],[4967200.0],[293020.0],[1411340.0],[7147000.0],[4212740.0],[143458.0],[1064000.0],[494186.0],[0.0],[336000.0],[214648.0],[1064.0],[140000.0],[179120.0],[31640.0],[151396.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[133.0],[155050.0],[0.0],[0.0],[0.0]
['Riverside'],2020-11-28 to 2020-12-04,25,[694016.0],[92653400.0],[2971920.0],[1260000.0],[29965180.0],[19803840.0],[1818941.0],[1184880.0],[273252.0],[1680.0],[756000.0],[1019298.0],[38122.0],[10500.0],[1051820.0],[964600.0],[56350.0],[19040.0],[182000.0],[2443000.0],[0.0],[3500.0],[0.0],[0.0],[226.0],[735000.0],[0.0],[0.0],[0.0]
['Colusa'],2020-11-28 to 2020-12-04,25,[83048.0],[9380000.0],[262500.0],[9142.0],[9639000.0],[483980.0],[137403.0],[0.0],[70007.0],[0.0],[35000.0],[36624.0],[0.0],[0.0],[30380.0],[0.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[350.0],[0.0],[0.0],[0.0]
['Shasta'],2020-11-28 to 2020-12-04,25,[57232.0],[4059300.0],[331660.0],[141554.0],[847000.0],[450044.0],[129990.0],[6720.0],[35546.0],[0.0],[233100.0],[178416.0],[231.0],[0.0],[303360.0],[0.0],[0.0],[392.0],[9100.0],[0.0],[0.0],[0.0],[0.0],[0.0],[98.0],[114800.0],[0.0],[0.0],[0.0]
['Alpine'],2020-11-28 to 2020-12-04,25,[3500.0],[42000.0],[0.0],[350.0],[41160.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[7000.0],[8820.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0]
['Lake'],2020-11-28 to 2020-12-04,25,[106500.0],[4999400.0],[173040.0],[129102.0],[5629720.0],[581620.0],[48584.0],[218520.0],[350.0],[0.0],[154700.0],[112700.0],[91.0],[2800.0],[81000.0],[79380.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Fresno'],2020-11-28 to 2020-12-04,25,[1385600.0],[47475000.0],[4118800.0],[1269660.0],[33772040.0],[11179200.0],[1454483.0],[613200.0],[455805.0],[0.0],[1052800.0],[801500.0],[11543.0],[241150.0],[678300.0],[888720.0],[8960.0],[1330.0],[68000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[491.0],[10500.0],[0.0],[0.0],[392.0]
['Amador'],2020-11-28 to 2020-12-04,25,[103376.0],[1288000.0],[119000.0],[188300.0],[924000.0],[1364720.0],[44436.0],[0.0],[10332.0],[210.0],[98007.0],[33712.0],[0.0],[0.0],[40901.0],[44100.0],[7000.0],[0.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0]
['Tuolumne'],2020-11-28 to 2020-12-04,25,[185360.0],[13367900.0],[84840.0],[219660.0],[3150000.0],[1317064.0],[82425.0],[20160.0],[0.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[65030.0],[114660.0],[350.0],[0.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[28000.0],[0.0],[0.0],[0.0]
['El Dorado'],2020-11-28 to 2020-12-04,25,[33096.0],[2479400.0],[302540.0],[100520.0],[8239000.0],[255780.0],[48356.0],[26880.0],[126700.0],[0.0],[49000.0],[26600.0],[0.0],[14000.0],[137600.0],[88760.0],[1750.0],[350.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[48.0],[60900.0],[0.0],[0.0],[0.0]
['Glenn'],2020-11-28 to 2020-12-04,25,[3500.0],[1248800.0],[38500.0],[19950.0],[770000.0],[1736280.0],[7252.0],[0.0],[0.0],[0.0],[86000.0],[18816.0],[0.0],[0.0],[13560.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0]
['Tehama'],2020-11-28 to 2020-12-04,25,[23800.0],[2578800.0],[35000.0],[33600.0],[206360.0],[331240.0],[18396.0],[44800.0],[54866.0],[0.0],[3500.0],[700.0],[7.0],[0.0],[125400.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[84.0],[10600.0],[0.0],[0.0],[0.0]
['Butte'],2020-11-28 to 2020-12-04,25,[83384.0],[6235000.0],[659400.0],[283164.0],[1980720.0],[1340204.0],[173541.0],[35520.0],[101703.0],[0.0],[361214.0],[256312.0],[742.0],[0.0],[162550.0],[376600.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[0.0],[1400.0],[0.0],[133.0],[232400.0],[0.0],[0.0],[0.0]
['Plumas'],2020-11-28 to 2020-12-04,25,[21112.0],[575400.0],[80500.0],[18200.0],[280000.0],[88200.0],[16156.0],[37800.0],[14938.0],[0.0],[70000.0],[19600.0],[2.0],[0.0],[4480.0],[0.0],[2814.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[84.0]
['Sierra'],2020-11-28 to 2020-12-04,25,[700.0],[46900.0],[10500.0],[12040.0],[109060.0],[18480.0],[12754.0],[33600.0],[7000.0],[0.0],[10500.0],[5600.0],[0.0],[0.0],[4480.0],[0.0],[0.0],[7000.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[0.0]
['Kern'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Mariposa'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Merced'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Mono'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Napa'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Santa Barbara'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Sutter'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Modoc'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Del Norte'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Placer'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Trinity'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Sacramento'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Benito'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Yuba'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Ventura'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Sonoma'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Joaquin'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Alameda'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Monterey'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Solano'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Francisco'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Stanislaus'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Orange'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Nevada'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Luis Obispo'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Lassen'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Imperial'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Bernardino'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Santa Clara'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Diego'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Humboldt'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Tulare'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Los Angeles'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Mendocino'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Kings'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Madera'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Contra Costa'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Siskiyou'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Inyo'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['San Mateo'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Calaveras'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Santa Cruz'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Yolo'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Marin'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Riverside'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Colusa'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Shasta'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Alpine'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Lake'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Fresno'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Amador'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Tuolumne'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['El Dorado'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Glenn'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Tehama'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Butte'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Plumas'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Sierra'],2020-11-28 to 2020-12-04,26,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Los Angeles'],2021-02-27 to 2021-03-05,1,[28609502.0],[456221050.0],[42448700.0],[88477892.0],[411543000.0],[283894900.0],[13702249.0],[27608472.0],[1773730.0],[170800.0],[11036550.0],[7616182.0],[274316.0],[359100.0],[6202560.0],[1340080.0],[160804.0],[4095977.0],[480600.0],[0.0],[1834.0],[33740.0],[0.0],[7392.0],[24894.0],[385000.0],[0.0],[0.0],[266.0]
['Solano'],2021-02-27 to 2021-03-05,1,[803138.0],[10467100.0],[1451800.0],[678496.0],[17705520.0],[3861340.0],[244636.0],[40320.0],[100457.0],[0.0],[693700.0],[411978.0],[3052.0],[5250.0],[878080.0],[13020.0],[33250.0],[15785.0],[70700.0],[97300.0],[0.0],[0.0],[45500.0],[0.0],[126.0],[0.0],[0.0],[0.0],[35.0]
['Fresno'],2021-02-27 to 2021-03-05,1,[2132200.0],[60753000.0],[12068000.0],[1321810.0],[34865040.0],[12613440.0],[2385803.0],[1820000.0],[491519.0],[0.0],[1052800.0],[801500.0],[12943.0],[241150.0],[870940.0],[897540.0],[8960.0],[57351.0],[79800.0],[0.0],[0.0],[0.0],[0.0],[28.0],[2541.0],[10500.0],[0.0],[0.0],[861.0]
['Mendocino'],2021-02-27 to 2021-03-05,1,[289100.0],[5050500.0],[722022.0],[507710.0],[3920000.0],[1504720.0],[178402.0],[266560.0],[80150.0],[224000.0],[207200.0],[122241.0],[448.0],[0.0],[356480.0],[14000.0],[5040.0],[78400.0],[21000.0],[24612.0],[301.0],[0.0],[0.0],[21.0],[84.0],[68152.0],[0.0],[0.0],[0.0]
['Trinity'],2021-02-27 to 2021-03-05,1,[41160.0],[581560.0],[74340.0],[89978.0],[1750000.0],[226604.0],[13972.0],[25200.0],[18200.0],[0.0],[35707.0],[20650.0],[595.0],[0.0],[94080.0],[8820.0],[126.0],[19600.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[56.0],[17500.0],[0.0],[0.0],[0.0]
['Nevada'],2021-02-27 to 2021-03-05,1,[67900.0],[1057000.0],[154616.0],[228284.0],[2945600.0],[1020040.0],[59150.0],[12600.0],[22988.0],[0.0],[120400.0],[83139.0],[700.0],[0.0],[44240.0],[95200.0],[2800.0],[69300.0],[7700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[84.0],[4550.0],[0.0],[0.0],[28.0]
['Inyo'],2021-02-27 to 2021-03-05,1,[193592.0],[3674300.0],[942760.0],[35924.0],[4061960.0],[661360.0],[113484.0],[660800.0],[5488.0],[756.0],[126700.0],[18158.0],[100800.0],[28000.0],[72870.0],[66920.0],[10087.0],[32893.0],[2100.0],[52500.0],[364.0],[1050.0],[0.0],[280.0],[21.0],[9100.0],[0.0],[0.0],[35.0]
['Yolo'],2021-02-27 to 2021-03-05,1,[326060.0],[5705000.0],[2756740.0],[552846.0],[7867160.0],[1776600.0],[308735.0],[530880.0],[85925.0],[0.0],[147000.0],[88256.0],[959.0],[42000.0],[340480.0],[334040.0],[28063.0],[0.0],[16800.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[238.0],[21000.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2021-02-27 to 2021-03-05,1,[746844.0],[16142000.0],[1610672.0],[2671200.0],[20877080.0],[8183175.0],[801220.0],[266000.0],[29995.0],[5600.0],[463400.0],[363090.0],[497.0],[476000.0],[510720.0],[85820.0],[37800.0],[22946.0],[34720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[1288.0],[164500.0],[0.0],[0.0],[0.0]
['Imperial'],2021-02-27 to 2021-03-05,1,[972160.0],[32578700.0],[1454600.0],[1758232.0],[13705580.0],[8400980.0],[1308748.0],[632800.0],[467509.0],[0.0],[406000.0],[324324.0],[112126.0],[0.0],[383600.0],[1165500.0],[497567.0],[18333.0],[43400.0],[0.0],[315.0],[3500.0],[0.0],[784.0],[1309.0],[152600.0],[0.0],[0.0],[0.0]
['Marin'],2021-02-27 to 2021-03-05,1,[1183828.0],[6090700.0],[905240.0],[1723990.0],[10147000.0],[4254180.0],[212340.0],[1064000.0],[494186.0],[0.0],[336000.0],[214648.0],[1064.0],[140000.0],[780720.0],[31640.0],[151396.0],[714.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[133.0],[155050.0],[0.0],[0.0],[28.0]
['San Bernardino'],2021-02-27 to 2021-03-05,1,[1933232.0],[48794200.0],[11134508.0],[2438394.0],[30457000.0],[8871898.0],[1011892.0],[20160.0],[60277.0],[0.0],[511000.0],[319130.0],[31206.0],[5250.0],[735490.0],[235900.0],[49875.0],[25900.0],[33040.0],[0.0],[0.0],[8050.0],[0.0],[2100.0],[5922.0],[140000.0],[0.0],[0.0],[140.0]
['Kern'],2021-02-27 to 2021-03-05,1,[3710448.0],[34770400.0],[9310000.0],[4631760.0],[11330000.0],[10829325.0],[7176491.0],[131040.0],[137256.0],[0.0],[876050.0],[832636.0],[17969.0],[0.0],[714000.0],[137760.0],[0.0],[9863.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[42.0],[2989.0],[0.0],[0.0],[0.0],[0.0]
['Orange'],2021-02-27 to 2021-03-05,1,[6584968.0],[107757720.0],[14246120.0],[8511118.0],[85471880.0],[47680858.0],[3576967.0],[3572800.0],[2589402.0],[7056.0],[3703000.0],[3526320.0],[49336.0],[282100.0],[7052710.0],[1066660.0],[14700.0],[2600122.0],[1789340.0],[0.0],[16100.0],[14140.0],[0.0],[756.0],[2226.0],[1400.0],[0.0],[0.0],[364.0]
['Sutter'],2021-02-27 to 2021-03-05,1,[133000.0],[1740200.0],[428960.0],[69440.0],[623000.0],[936880.0],[47369.0],[8400.0],[68264.0],[0.0],[68600.0],[47824.0],[35.0],[0.0],[118160.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7.0],[33600.0],[0.0],[0.0],[0.0]
['Tulare'],2021-02-27 to 2021-03-05,1,[1694322.0],[20031900.0],[2699620.0],[1814414.0],[27972720.0],[6685042.0],[624694.0],[505120.0],[155946.0],[14.0],[1169700.0],[504049.0],[7108.0],[99050.0],[574080.0],[350000.0],[93975.0],[44989.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[196.0],[1169.0],[534800.0],[0.0],[0.0],[0.0]
['Siskiyou'],2021-02-27 to 2021-03-05,1,[35224.0],[4319000.0],[385553.0],[106484.0],[1330000.0],[861000.0],[60732.0],[7000.0],[350.0],[0.0],[197407.0],[44142.0],[2905.0],[0.0],[226520.0],[70000.0],[0.0],[67550.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[73500.0],[0.0],[0.0],[98.0]
