county,week,week number,Examination Gloves,Lab Supplies,Viral Testing Media,Test Kits,Swabs,Surgical or Examination Gowns,Medical Equipment,Wipes,Surgical Masks,Cloth Masks,Shoe Covers,Other / None of the above,Face Shields (Disposable),N-95 Respirators,Hand Sanitizers,Cleaning Supplies,Sample Collecting Kits,Coveralls (Hospitals or EMS),Pharmaceuticals,Goggles,Body Bags,KN95 Respirators,Ventilators,Personnel,Beds/Cots,Lab Kit,Lab Platform,Bedding Accessories,Fit Testing Supplies
['El Dorado'],2020-12-05 to 2020-12-11,1,[8239000.0],[0.0],[26600.0],[151680.0],[49000.0],[100520.0],[350.0],[29760.0],[2490200.0],[302540.0],[14000.0],[126700.0],[33096.0],[257220.0],[48356.0],[0.0],[60900.0],[1750.0],[0.0],[20300.0],[0.0],[88760.0],[0.0],[76.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Alpine'],2020-12-05 to 2020-12-11,1,[41160.0],[0.0],[5600.0],[7000.0],[0.0],[350.0],[0.0],[0.0],[42000.0],[0.0],[0.0],[252.0],[3500.0],[1400.0],[4494.0],[0.0],[700.0],[700.0],[0.0],[0.0],[0.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Clara'],2020-12-12 to 2020-12-18,2,[51507200.0],[70000.0],[4494966.0],[1549520.0],[4540200.0],[3641680.0],[4620.0],[1898400.0],[57024050.0],[6004040.0],[1757000.0],[2367773.0],[13008028.0],[56668080.0],[1243411.0],[168000.0],[2940000.0],[446264.0],[93219.0],[26600.0],[0.0],[84560.0],[0.0],[541.0],[0.0],[0.0],[0.0],[0.0],[399.0]
['San Luis Obispo'],2020-12-12 to 2020-12-18,2,[6798400.0],[36400.0],[29400.0],[42240.0],[154021.0],[125220.0],[1750.0],[205800.0],[9427000.0],[960120.0],[182000.0],[12019.0],[239960.0],[2805780.0],[262388.0],[0.0],[0.0],[3150.0],[574.0],[40200.0],[0.0],[153860.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Kings'],2020-12-12 to 2020-12-18,2,[3170720.0],[0.0],[172480.0],[132020.0],[204421.0],[702674.0],[0.0],[14000.0],[4019900.0],[1638000.0],[7000.0],[329910.0],[132692.0],[4600120.0],[545474.0],[0.0],[179200.0],[0.0],[5012.0],[385.0],[0.0],[87640.0],[0.0],[77.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Yuba'],2020-12-12 to 2020-12-18,2,[9051000.0],[0.0],[74172.0],[97280.0],[210014.0],[437556.0],[712.0],[0.0],[4732000.0],[241500.0],[0.0],[144904.0],[25200.0],[310240.0],[214438.0],[0.0],[35000.0],[476.0],[602.0],[0.0],[0.0],[0.0],[0.0],[69.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Shasta'],2020-12-12 to 2020-12-18,2,[1127000.0],[0.0],[178416.0],[363520.0],[233100.0],[141554.0],[392.0],[6720.0],[4077300.0],[331660.0],[0.0],[48236.0],[57832.0],[453124.0],[129990.0],[0.0],[114800.0],[0.0],[231.0],[9100.0],[0.0],[0.0],[0.0],[98.0],[0.0],[0.0],[0.0],[0.0],[181.0]
['Los Angeles'],2020-12-12 to 2020-12-18,2,[256574200.0],[0.0],[7126070.0],[4540480.0],[10406550.0],[81714512.0],[25629.0],[6395632.0],[340291400.0],[18363520.0],[359100.0],[1652334.0],[13608902.0],[259985900.0],[11744257.0],[2800.0],[385000.0],[154819.0],[257516.0],[207550.0],[6440.0],[1270780.0],[750.0],[6301.0],[285.0],[0.0],[0.0],[0.0],[84.0]
['Sacramento'],2020-12-12 to 2020-12-18,2,[168837700.0],[37800.0],[1954426.0],[1687480.0],[4538000.0],[17094410.0],[48336.0],[32154560.0],[84180950.0],[4785260.0],[520100.0],[938604.0],[12802124.0],[42507525.0],[5786039.0],[171600.0],[824600.0],[162050.0],[13937.0],[1223600.0],[0.0],[8707720.0],[0.0],[467.0],[0.0],[0.0],[0.0],[0.0],[12.0]
['Trinity'],2020-12-12 to 2020-12-18,2,[1631000.0],[7000.0],[20650.0],[13440.0],[35707.0],[87178.0],[8400.0],[25200.0],[483560.0],[38500.0],[0.0],[18200.0],[28560.0],[219884.0],[2492.0],[0.0],[17500.0],[126.0],[0.0],[0.0],[0.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2020-12-12 to 2020-12-18,2,[27708800.0],[0.0],[81592.0],[85120.0],[126000.0],[649880.0],[364.0],[77000.0],[4699000.0],[1039780.0],[0.0],[153363.0],[192276.0],[2094988.0],[1268274.0],[0.0],[122600.0],[0.0],[378.0],[23800.0],[0.0],[116060.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Colusa'],2020-12-12 to 2020-12-18,2,[9639000.0],[0.0],[36624.0],[38060.0],[35000.0],[9142.0],[8400.0],[0.0],[9380000.0],[262500.0],[0.0],[70007.0],[83048.0],[483980.0],[137403.0],[0.0],[350.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[14.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sutter'],2020-12-12 to 2020-12-18,2,[609000.0],[0.0],[47824.0],[107920.0],[68600.0],[71890.0],[0.0],[8400.0],[858200.0],[3500.0],[0.0],[68264.0],[39200.0],[903280.0],[10969.0],[0.0],[33600.0],[0.0],[35.0],[700.0],[0.0],[0.0],[0.0],[3.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Butte'],2020-12-12 to 2020-12-18,2,[1994720.0],[0.0],[256312.0],[222710.0],[361214.0],[284564.0],[700.0],[813120.0],[6256600.0],[659400.0],[0.0],[102053.0],[87584.0],[1352204.0],[175413.0],[0.0],[232400.0],[0.0],[742.0],[22876.0],[0.0],[376600.0],[0.0],[145.0],[0.0],[1400.0],[0.0],[0.0],[0.0]
['Calaveras'],2020-12-12 to 2020-12-18,2,[599200.0],[35000.0],[56000.0],[44800.0],[77007.0],[78050.0],[700.0],[93800.0],[70000.0],[105000.0],[0.0],[106400.0],[35910.0],[270424.0],[36680.0],[0.0],[33950.0],[0.0],[70.0],[4900.0],[0.0],[36680.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Contra Costa'],2020-12-12 to 2020-12-18,2,[18921900.0],[0.0],[2248217.0],[865970.0],[2434100.0],[4695822.0],[0.0],[14762440.0],[14396200.0],[936600.0],[14000.0],[367199.0],[653952.0],[15431830.0],[1472604.0],[3570.0],[448700.0],[25200.0],[3248.0],[35000.0],[0.0],[1294020.0],[175.0],[315.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Merced'],2020-12-12 to 2020-12-18,2,[13039000.0],[0.0],[789515.0],[664760.0],[965600.0],[1746950.0],[2672.0],[271764.0],[12564400.0],[1012060.0],[21000.0],[101052.0],[892892.0],[3860480.0],[142806.0],[0.0],[443100.0],[0.0],[1344.0],[79205.0],[3430.0],[35280.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0]
['Sierra'],2020-12-12 to 2020-12-18,2,[109060.0],[10500.0],[5600.0],[4480.0],[10500.0],[12040.0],[18700.0],[33600.0],[46900.0],[10500.0],[0.0],[7000.0],[700.0],[19800.0],[12754.0],[0.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[9.0]
['Kern'],2020-12-12 to 2020-12-18,2,[7147000.0],[0.0],[821836.0],[627560.0],[868050.0],[4631060.0],[1050.0],[16800.0],[27432400.0],[5767300.0],[0.0],[137186.0],[3072748.0],[10348485.0],[6997179.0],[0.0],[0.0],[0.0],[10997.0],[1400.0],[0.0],[122640.0],[0.0],[1411.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Orange'],2020-12-12 to 2020-12-18,2,[36167880.0],[0.0],[3069588.0],[2381990.0],[3072000.0],[8364888.0],[44282.0],[451920.0],[93045520.0],[5796700.0],[282100.0],[2217929.0],[5210968.0],[47150978.0],[2764307.0],[7056.0],[1400.0],[11550.0],[49336.0],[1782340.0],[14000.0],[1003240.0],[0.0],[282.0],[16100.0],[0.0],[0.0],[0.0],[60.0]
['Marin'],2020-12-12 to 2020-12-18,2,[8435000.0],[0.0],[214648.0],[184240.0],[336000.0],[1531340.0],[700.0],[1064000.0],[4967200.0],[293020.0],[140000.0],[494186.0],[1074528.0],[4212740.0],[143458.0],[0.0],[155050.0],[151396.0],[1064.0],[0.0],[0.0],[31640.0],[0.0],[133.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Mateo'],2020-12-12 to 2020-12-18,2,[11215800.0],[211400.0],[1244453.0],[562380.0],[1666350.0],[7136640.0],[120470.0],[19829040.0],[18071200.0],[672280.0],[126000.0],[488766.0],[690480.0],[2807880.0],[350476.0],[7056.0],[285600.0],[0.0],[5327.0],[66500.0],[0.0],[274750.0],[0.0],[97.0],[0.0],[0.0],[0.0],[0.0],[81.0]
['Imperial'],2020-12-12 to 2020-12-18,2,[11666580.0],[0.0],[305028.0],[352880.0],[386000.0],[1330482.0],[2765.0],[110880.0],[28413300.0],[799540.0],[0.0],[464702.0],[672560.0],[7588700.0],[526960.0],[0.0],[132600.0],[497567.0],[112126.0],[42000.0],[3500.0],[1165500.0],[224.0],[1021.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Alameda'],2020-12-12 to 2020-12-18,2,[43140200.0],[305200.0],[2083298.0],[555800.0],[2938600.0],[2107308.0],[178521.0],[4800600.0],[101775600.0],[10617600.0],[28000.0],[1354603.0],[1538208.0],[15205400.0],[2447606.0],[0.0],[120400.0],[61474.0],[13251.0],[92400.0],[0.0],[447440.0],[70.0],[218.0],[0.0],[0.0],[0.0],[0.0],[1288.0]
['Placer'],2020-12-12 to 2020-12-18,2,[9712000.0],[0.0],[1083824.0],[362880.0],[1281000.0],[2336590.0],[0.0],[695600.0],[22925200.0],[1144500.0],[350000.0],[11368.0],[496100.0],[3494344.0],[583744.0],[0.0],[660800.0],[15260.0],[101983.0],[3585400.0],[0.0],[1398880.0],[0.0],[77.0],[0.0],[0.0],[0.0],[0.0],[42.0]
['San Joaquin'],2020-12-12 to 2020-12-18,2,[30304760.0],[0.0],[413700.0],[870820.0],[806435.0],[3570724.0],[1400.0],[2111480.0],[21811090.0],[1279600.0],[576100.0],[1204595.0],[2785972.0],[11313118.0],[643762.0],[700000.0],[361200.0],[310975.0],[6930.0],[374700.0],[0.0],[1248520.0],[57.0],[162.0],[0.0],[0.0],[0.0],[0.0],[50.0]
['Riverside'],2020-12-12 to 2020-12-18,2,[30021180.0],[2443000.0],[1019298.0],[1053740.0],[756000.0],[1260000.0],[19040.0],[1228080.0],[92804600.0],[2971920.0],[10500.0],[273312.0],[695016.0],[19944960.0],[1820021.0],[1680.0],[735000.0],[56350.0],[38122.0],[182000.0],[3500.0],[977200.0],[0.0],[379.0],[0.0],[0.0],[0.0],[0.0],[63.0]
['Amador'],2020-12-12 to 2020-12-18,2,[924000.0],[0.0],[33712.0],[40901.0],[98007.0],[188300.0],[0.0],[0.0],[1288000.0],[119000.0],[0.0],[10405.0],[103376.0],[1364720.0],[44436.0],[210.0],[7000.0],[7000.0],[0.0],[70000.0],[0.0],[44100.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mariposa'],2020-12-12 to 2020-12-18,2,[987000.0],[0.0],[19712.0],[64640.0],[49000.0],[11592.0],[0.0],[29400.0],[865200.0],[31500.0],[7000.0],[14700.0],[20440.0],[107520.0],[77252.0],[0.0],[0.0],[0.0],[100800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Mendocino'],2020-12-12 to 2020-12-18,2,[3028000.0],[24612.0],[86961.0],[94080.0],[140200.0],[507360.0],[0.0],[0.0],[4403000.0],[541590.0],[0.0],[4550.0],[232400.0],[1305520.0],[142282.0],[140000.0],[68152.0],[0.0],[448.0],[19600.0],[0.0],[14000.0],[0.0],[84.0],[301.0],[0.0],[0.0],[0.0],[0.0]
['Stanislaus'],2020-12-12 to 2020-12-18,2,[23597000.0],[81200.0],[1000972.0],[625120.0],[1133000.0],[9039300.0],[1645.0],[19656.0],[12264000.0],[1564080.0],[126000.0],[26460.0],[404852.0],[10039988.0],[1057665.0],[3612.0],[394800.0],[158228.0],[107450.0],[95200.0],[700.0],[257040.0],[1220.0],[553.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Fresno'],2020-12-12 to 2020-12-18,2,[33820040.0],[0.0],[801500.0],[749980.0],[1052800.0],[1279960.0],[11330.0],[618960.0],[49009000.0],[4118800.0],[241150.0],[462901.0],[1389400.0],[11195520.0],[1457103.0],[0.0],[10500.0],[8960.0],[11543.0],[70600.0],[0.0],[891240.0],[0.0],[577.0],[0.0],[0.0],[0.0],[0.0],[639.0]
['San Francisco'],2020-12-12 to 2020-12-18,2,[34483120.0],[317800.0],[1410648.0],[722640.0],[1925935.0],[400302.0],[1484.0],[494480.0],[38501400.0],[2073680.0],[0.0],[149563.0],[1960420.0],[16393020.0],[541954.0],[6720.0],[79450.0],[18060.0],[6167.0],[85820.0],[0.0],[747880.0],[0.0],[712.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Tulare'],2020-12-12 to 2020-12-18,2,[19144720.0],[0.0],[423985.0],[488320.0],[1005700.0],[1800414.0],[44902.0],[467320.0],[15626400.0],[938000.0],[99050.0],[155526.0],[1365322.0],[5847442.0],[501214.0],[14.0],[454800.0],[93975.0],[7014.0],[44380.0],[4970.0],[350000.0],[28.0],[399.0],[4200.0],[0.0],[0.0],[0.0],[0.0]
['Monterey'],2020-12-12 to 2020-12-18,2,[18296000.0],[0.0],[767053.0],[424760.0],[1001000.0],[1615790.0],[1799.0],[2665900.0],[21508936.0],[471800.0],[102200.0],[182434.0],[612080.0],[11687900.0],[1146467.0],[0.0],[238000.0],[58513.0],[2345.0],[84000.0],[700.0],[672420.0],[0.0],[14.0],[0.0],[0.0],[0.0],[0.0],[108.0]
['San Bernardino'],2020-12-12 to 2020-12-18,2,[24010000.0],[0.0],[319130.0],[292730.0],[511000.0],[1967394.0],[18550.0],[6720.0],[35445200.0],[4400620.0],[5250.0],[59916.0],[753732.0],[8367898.0],[632408.0],[0.0],[140000.0],[49875.0],[31206.0],[33040.0],[0.0],[235900.0],[420.0],[617.0],[0.0],[0.0],[0.0],[0.0],[30.0]
['Lake'],2020-12-12 to 2020-12-18,2,[6054720.0],[0.0],[112700.0],[84840.0],[154700.0],[154602.0],[350.0],[271320.0],[5069400.0],[173040.0],[2800.0],[350.0],[108500.0],[608020.0],[49784.0],[0.0],[0.0],[0.0],[91.0],[14000.0],[0.0],[79380.0],[0.0],[15.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Barbara'],2020-12-12 to 2020-12-18,2,[17084120.0],[0.0],[880915.0],[370000.0],[1267000.0],[964502.0],[3350.0],[60816.0],[16506400.0],[1719060.0],[0.0],[20349.0],[257600.0],[14161280.0],[963560.0],[0.0],[336000.0],[29134.0],[5089.0],[95200.0],[0.0],[327880.0],[0.0],[203.0],[168.0],[0.0],[0.0],[0.0],[126.0]
['San Benito'],2020-12-12 to 2020-12-18,2,[1164000.0],[7000.0],[215516.0],[47200.0],[484000.0],[616570.0],[0.0],[585200.0],[1953000.0],[31500.0],[14000.0],[3822.0],[15400.0],[1585430.0],[8960.0],[0.0],[89600.0],[1325.0],[56.0],[0.0],[0.0],[56280.0],[0.0],[10.0],[0.0],[0.0],[0.0],[0.0],[4.0]
['Glenn'],2020-12-12 to 2020-12-18,2,[770000.0],[0.0],[27456.0],[41720.0],[91000.0],[19950.0],[8400.0],[0.0],[1398800.0],[38500.0],[0.0],[0.0],[3500.0],[1736280.0],[7252.0],[0.0],[1750.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Nevada'],2020-12-12 to 2020-12-18,2,[2000600.0],[0.0],[83139.0],[44240.0],[120400.0],[181984.0],[13300.0],[12600.0],[508200.0],[35000.0],[0.0],[22988.0],[21100.0],[971080.0],[26390.0],[0.0],[4550.0],[2800.0],[301.0],[3500.0],[0.0],[95200.0],[0.0],[54.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['San Diego'],2020-12-12 to 2020-12-18,2,[93647736.0],[141400.0],[1410720.0],[1438240.0],[2205000.0],[27297228.0],[4550.0],[4808888.0],[111004400.0],[6121500.0],[700000.0],[1737883.0],[3850756.0],[18383030.0],[2743587.0],[177282.0],[470400.0],[77364.0],[49266.0],[817600.0],[9870.0],[35280.0],[210.0],[717.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Inyo'],2020-12-12 to 2020-12-18,2,[3753960.0],[52500.0],[17150.0],[21350.0],[119700.0],[35924.0],[11508.0],[644000.0],[3279500.0],[851340.0],[28000.0],[5390.0],[171192.0],[569400.0],[83524.0],[756.0],[8300.0],[10087.0],[100800.0],[2100.0],[1050.0],[66920.0],[70.0],[21.0],[364.0],[0.0],[0.0],[0.0],[0.0]
['Yolo'],2020-12-12 to 2020-12-18,2,[7713160.0],[7056.0],[88256.0],[145920.0],[147000.0],[552846.0],[0.0],[456960.0],[4704000.0],[2196740.0],[42000.0],[15925.0],[228060.0],[1701720.0],[260999.0],[0.0],[21000.0],[28063.0],[259.0],[15600.0],[0.0],[334040.0],[0.0],[217.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Modoc'],2020-12-12 to 2020-12-18,2,[392000.0],[0.0],[53998.0],[55040.0],[71400.0],[91700.0],[8400.0],[0.0],[1317400.0],[43120.0],[0.0],[143061.0],[21100.0],[112840.0],[21924.0],[0.0],[1750.0],[0.0],[17.0],[0.0],[0.0],[8820.0],[14.0],[47.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Humboldt'],2020-12-12 to 2020-12-18,2,[9290960.0],[0.0],[551236.0],[116320.0],[701400.0],[1007300.0],[31486.0],[50400.0],[13201200.0],[387940.0],[5250.0],[792197.0],[229936.0],[1822240.0],[215432.0],[0.0],[441700.0],[0.0],[0.0],[10500.0],[0.0],[134960.0],[35.0],[0.0],[1456.0],[0.0],[0.0],[0.0],[28.0]
['Ventura'],2020-12-12 to 2020-12-18,2,[15364300.0],[0.0],[874328.0],[117120.0],[1582000.0],[2786350.0],[86520.0],[1170400.0],[58634450.0],[1782620.0],[0.0],[26292.0],[2286200.0],[15147720.0],[439509.0],[0.0],[797650.0],[35280.0],[5635.0],[46900.0],[0.0],[371140.0],[0.0],[0.0],[336.0],[0.0],[0.0],[0.0],[595.0]
['Tuolumne'],2020-12-12 to 2020-12-18,2,[3150000.0],[0.0],[42000.0],[73990.0],[154000.0],[219660.0],[0.0],[20160.0],[13367900.0],[84840.0],[0.0],[0.0],[185360.0],[1317064.0],[82425.0],[0.0],[28000.0],[350.0],[2212.0],[3500.0],[0.0],[114660.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Cruz'],2020-12-12 to 2020-12-18,2,[14068080.0],[71652.0],[293034.0],[200320.0],[456400.0],[2492700.0],[1414.0],[266000.0],[13320000.0],[588840.0],[476000.0],[29890.0],[629244.0],[7479305.0],[744520.0],[5600.0],[164500.0],[37800.0],[497.0],[34720.0],[0.0],[85820.0],[0.0],[651.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Solano'],2020-12-12 to 2020-12-18,2,[13998520.0],[93800.0],[411978.0],[277760.0],[693700.0],[594496.0],[7364.0],[67200.0],[8408600.0],[402420.0],[5250.0],[96306.0],[542238.0],[3549820.0],[174036.0],[0.0],[0.0],[33250.0],[3052.0],[70700.0],[0.0],[6720.0],[0.0],[0.0],[0.0],[45500.0],[0.0],[0.0],[3.0]
['Siskiyou'],2020-12-12 to 2020-12-18,2,[1159000.0],[0.0],[44142.0],[182360.0],[197407.0],[77784.0],[8750.0],[7000.0],[4053000.0],[273000.0],[0.0],[0.0],[7224.0],[847560.0],[33292.0],[0.0],[73500.0],[0.0],[140.0],[0.0],[0.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Del Norte'],2020-12-12 to 2020-12-18,2,[7407400.0],[0.0],[355005.0],[88235.0],[358400.0],[363752.0],[0.0],[843552.0],[9814400.0],[339220.0],[28000.0],[211204.0],[72100.0],[1456210.0],[172132.0],[42.0],[322350.0],[10500.0],[0.0],[8400.0],[0.0],[190820.0],[0.0],[42.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Plumas'],2020-12-12 to 2020-12-18,2,[289000.0],[0.0],[19600.0],[8320.0],[70000.0],[18200.0],[8400.0],[37800.0],[575400.0],[80500.0],[0.0],[15538.0],[21112.0],[88200.0],[16156.0],[0.0],[0.0],[2814.0],[14.0],[5600.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[0.0],[105.0]
['Tehama'],2020-12-12 to 2020-12-18,2,[341360.0],[0.0],[700.0],[159960.0],[12500.0],[33600.0],[8400.0],[44800.0],[2578800.0],[35000.0],[0.0],[54866.0],[23800.0],[339160.0],[18396.0],[0.0],[12600.0],[0.0],[7.0],[1400.0],[0.0],[0.0],[0.0],[84.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Madera'],2020-12-12 to 2020-12-18,2,[1099000.0],[0.0],[210812.0],[284480.0],[385000.0],[427000.0],[7070.0],[78400.0],[3298400.0],[773500.0],[140000.0],[451528.0],[537236.0],[3443160.0],[762132.0],[0.0],[84000.0],[0.0],[581.0],[7350.0],[0.0],[97860.0],[21.0],[60.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sonoma'],2020-12-12 to 2020-12-18,2,[5867400.0],[0.0],[1142519.0],[284480.0],[1423000.0],[739520.0],[28.0],[250656.0],[14469400.0],[2231740.0],[0.0],[1148056.0],[576800.0],[6016780.0],[261618.0],[0.0],[890400.0],[106330.0],[945.0],[76300.0],[0.0],[222180.0],[0.0],[217.0],[0.0],[0.0],[0.0],[0.0],[30.0]
['Mono'],2020-12-12 to 2020-12-18,2,[1375500.0],[0.0],[48650.0],[74960.0],[140007.0],[65058.0],[0.0],[60200.0],[900200.0],[38500.0],[33250.0],[70700.0],[32676.0],[318220.0],[75334.0],[84.0],[0.0],[378.0],[0.0],[10500.0],[0.0],[42280.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Lassen'],2020-12-12 to 2020-12-18,2,[413000.0],[0.0],[35280.0],[35840.0],[35035.0],[55370.0],[5750.0],[280000.0],[3199000.0],[113400.0],[0.0],[0.0],[16884.0],[2912280.0],[49140.0],[0.0],[36400.0],[0.0],[100800.0],[0.0],[0.0],[88200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['El Dorado'],2020-12-12 to 2020-12-18,2,[8269000.0],[0.0],[26600.0],[176000.0],[49000.0],[145520.0],[350.0],[33600.0],[2504600.0],[302540.0],[14000.0],[126709.0],[33096.0],[259140.0],[48356.0],[0.0],[60900.0],[1750.0],[0.0],[20300.0],[0.0],[88760.0],[0.0],[98.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Alpine'],2020-12-12 to 2020-12-18,2,[41160.0],[0.0],[5600.0],[7000.0],[0.0],[350.0],[0.0],[0.0],[42000.0],[0.0],[0.0],[252.0],[3500.0],[1400.0],[4494.0],[0.0],[700.0],[700.0],[0.0],[0.0],[0.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Santa Clara'],2020-12-19 to 2020-12-25,3,[51559200.0],[70000.0],[4494966.0],[1832400.0],[4540200.0],[3641680.0],[4620.0],[1898400.0],[58360050.0],[6004040.0],[1757000.0],[2367813.0],[13048028.0],[56668080.0],[1283443.0],[168000.0],[2940000.0],[446264.0],[93219.0],[26600.0],[0.0],[84560.0],[0.0],[609.0],[0.0],[0.0],[0.0],[0.0],[399.0]
['San Luis Obispo'],2020-12-19 to 2020-12-25,3,[6798400.0],[36400.0],[29400.0],[98560.0],[154021.0],[151020.0],[1750.0],[616680.0],[9674200.0],[960120.0],[182000.0],[12019.0],[239960.0],[2818740.0],[262388.0],[0.0],[0.0],[3150.0],[574.0],[42700.0],[0.0],[168980.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Kings'],2020-12-19 to 2020-12-25,3,[3170720.0],[0.0],[172480.0],[132020.0],[204421.0],[702674.0],[0.0],[14000.0],[4441500.0],[1638000.0],[7000.0],[329910.0],[132692.0],[4600120.0],[550434.0],[0.0],[179200.0],[0.0],[5012.0],[385.0],[0.0],[87640.0],[0.0],[77.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Yuba'],2020-12-19 to 2020-12-25,3,[9051000.0],[0.0],[74172.0],[125440.0],[210014.0],[562556.0],[728.0],[0.0],[4732000.0],[241500.0],[0.0],[145134.0],[25200.0],[350240.0],[214438.0],[0.0],[35000.0],[476.0],[602.0],[0.0],[0.0],[0.0],[0.0],[77.0],[100.0],[0.0],[0.0],[0.0],[0.0]
['Shasta'],2020-12-19 to 2020-12-25,3,[1127000.0],[0.0],[178416.0],[430080.0],[233100.0],[141554.0],[392.0],[6720.0],[4101300.0],[331660.0],[0.0],[48356.0],[58632.0],[453124.0],[129990.0],[0.0],[114800.0],[0.0],[231.0],[9100.0],[0.0],[0.0],[0.0],[98.0],[0.0],[0.0],[0.0],[0.0],[245.0]
['Los Angeles'],2020-12-19 to 2020-12-25,3,[269156000.0],[0.0],[7126070.0],[4562880.0],[10406550.0],[82168132.0],[195949.0],[6518512.0],[347969800.0],[18363520.0],[359100.0],[1697374.0],[14246902.0],[261533260.0],[11894305.0],[2800.0],[385000.0],[154819.0],[257516.0],[207550.0],[10340.0],[1270780.0],[1940.0],[6349.0],[785.0],[0.0],[0.0],[0.0],[84.0]
['Sacramento'],2020-12-19 to 2020-12-25,3,[183722700.0],[37800.0],[2310322.0],[2050840.0],[4893000.0],[17352810.0],[56336.0],[73326400.0],[84782550.0],[4788140.0],[520100.0],[1010604.0],[12901524.0],[43304085.0],[6868519.0],[396312.0],[824600.0],[163625.0],[13937.0],[1229200.0],[0.0],[8788360.0],[0.0],[455.0],[0.0],[0.0],[0.0],[0.0],[28.0]
['Trinity'],2020-12-19 to 2020-12-25,3,[1631000.0],[7000.0],[20650.0],[28800.0],[35707.0],[87178.0],[19600.0],[25200.0],[483560.0],[38500.0],[0.0],[18200.0],[28560.0],[219884.0],[2492.0],[0.0],[17500.0],[126.0],[425.0],[0.0],[0.0],[8820.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Napa'],2020-12-19 to 2020-12-25,3,[27708800.0],[0.0],[81592.0],[85120.0],[126000.0],[649880.0],[364.0],[77000.0],[5019000.0],[1039780.0],[0.0],[153363.0],[192276.0],[2094988.0],[1268274.0],[0.0],[131600.0],[0.0],[378.0],[23800.0],[0.0],[116060.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Colusa'],2020-12-19 to 2020-12-25,3,[9639000.0],[0.0],[36624.0],[48300.0],[35000.0],[9142.0],[19600.0],[0.0],[9380000.0],[262500.0],[0.0],[70007.0],[83048.0],[483980.0],[137403.0],[0.0],[350.0],[0.0],[0.0],[11200.0],[0.0],[0.0],[0.0],[14.0],[0.0],[0.0],[0.0],[0.0],[0.0]
['Sutter'],2020-12-19 to 2020-12-25,3,[609000.0],[0.0],[47824.0],[118160.0],[68600.0],[71890.0],[0.0],[8400.0],[858200.0],[3500.0],[0.0],[68264.0],[39200.0],[903280.0],[12969.0],[0.0],[33600.0],[0.0],[35.0],[700.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],[0.0]
