county,week,week number,Face Shields (Disposable),Surgical Masks,Cloth Masks,Surgical or Examination Gowns,Examination Gloves,N-95 Respirators,Hand Sanitizers,Wipes,Other / None of the above,Cleaning Supplies,Swabs,Viral Testing Media,Pharmaceuticals,Shoe Covers,Test Kits,KN95 Respirators,Coveralls (Hospitals or EMS),Medical Equipment,Goggles,Lab Supplies,Beds/Cots,Body Bags,Lab Kit,Ventilators,Personnel,Sample Collecting Kits,Lab Platform,Bedding Accessories,Fit Testing Supplies,old week number
['Sonoma'],2021-01-02 to 2021-01-08,31,[576800.0],[14589400.0],[2231740.0],[740320.0],[5891400.0],[6120460.0],[261758.0],[250656.0],[1148056.0],[0.0],[1463000.0],[1142519.0],[945.0],[0.0],[602560.0],[222180.0],[106330.0],[28.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[217.0],[890400.0],[0.0],[0.0],[70.0],5.0
['Mono'],2021-01-02 to 2021-01-08,31,[32676.0],[900200.0],[38500.0],[65058.0],[1459500.0],[327460.0],[75334.0],[60200.0],[70700.0],[84.0],[140007.0],[48650.0],[0.0],[33250.0],[98000.0],[42280.0],[378.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],5.0
['Lassen'],2021-01-02 to 2021-01-08,31,[16884.0],[3199000.0],[127400.0],[55370.0],[413000.0],[2912280.0],[49140.0],[280000.0],[0.0],[0.0],[35035.0],[35280.0],[102200.0],[0.0],[99200.0],[88200.0],[0.0],[12950.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0],5.0
['El Dorado'],2021-01-02 to 2021-01-08,31,[33096.0],[2504600.0],[316540.0],[205520.0],[8659000.0],[259140.0],[55356.0],[33600.0],[126763.0],[0.0],[49000.0],[26600.0],[0.0],[14000.0],[237440.0],[88760.0],[1750.0],[350.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[126.0],[102900.0],[0.0],[0.0],[0.0],5.0
['Alpine'],2021-01-02 to 2021-01-08,31,[3500.0],[42000.0],[0.0],[350.0],[41160.0],[1400.0],[4494.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[15960.0],[8820.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],5.0
['Santa Clara'],2021-01-09 to 2021-01-15,32,[13162028.0],[58973250.0],[6090040.0],[3641680.0],[51909200.0],[56668080.0],[1330355.0],[1898400.0],[2368163.0],[168000.0],[4540200.0],[4494966.0],[93219.0],[1757000.0],[2434000.0],[84560.0],[446264.0],[4620.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[611.0],[2940000.0],[0.0],[0.0],[399.0],6.0
['San Luis Obispo'],2021-01-09 to 2021-01-15,32,[256160.0],[9782200.0],[968620.0],[188020.0],[6798400.0],[2839860.0],[270212.0],[635880.0],[12019.0],[0.0],[154021.0],[29400.0],[574.0],[182000.0],[156800.0],[175280.0],[3150.0],[1750.0],[42700.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],6.0
['Kings'],2021-01-09 to 2021-01-15,32,[146692.0],[4520700.0],[2205500.0],[702674.0],[3172720.0],[4644040.0],[561226.0],[14000.0],[329924.0],[0.0],[204421.0],[172480.0],[5012.0],[7000.0],[135520.0],[87640.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[42.0],[78.0],[179200.0],[0.0],[0.0],[0.0],6.0
['Yuba'],2021-01-09 to 2021-01-15,32,[25200.0],[4732000.0],[241500.0],[612556.0],[9226000.0],[366240.0],[214438.0],[0.0],[145194.0],[0.0],[216014.0],[76764.0],[602.0],[0.0],[130560.0],[0.0],[476.0],[90728.0],[0.0],[0.0],[252.0],[0.0],[0.0],[8.0],[130.0],[35000.0],[0.0],[140.0],[0.0],6.0
['Shasta'],2021-01-09 to 2021-01-15,32,[72232.0],[4176900.0],[339160.0],[141554.0],[1127000.0],[453124.0],[139370.0],[6720.0],[48384.0],[0.0],[233100.0],[178416.0],[231.0],[0.0],[430080.0],[0.0],[0.0],[392.0],[9100.0],[0.0],[0.0],[0.0],[0.0],[0.0],[108.0],[114800.0],[0.0],[0.0],[245.0],6.0
['Los Angeles'],2021-01-09 to 2021-01-15,32,[15045202.0],[358509000.0],[18711020.0],[83366992.0],[292698000.0],[264844980.0],[12303969.0],[6878512.0],[1713154.0],[2800.0],[11036550.0],[7616182.0],[257516.0],[359100.0],[5364160.0],[1270780.0],[154819.0],[957679.0],[208600.0],[0.0],[1330.0],[19740.0],[0.0],[6172.0],[7215.0],[385000.0],[0.0],[0.0],[84.0],6.0
['Sacramento'],2021-01-09 to 2021-01-15,32,[13025624.0],[85765350.0],[4840140.0],[17505660.0],[186831700.0],[46952885.0],[6904247.0],[73611040.0],[1010604.0],[396354.0],[5103000.0],[2580682.0],[13937.0],[520100.0],[2133630.0],[12296480.0],[163625.0],[122871.0],[1229200.0],[37800.0],[0.0],[0.0],[0.0],[0.0],[466.0],[824600.0],[0.0],[0.0],[28.0],6.0
['Trinity'],2021-01-09 to 2021-01-15,32,[30360.0],[493560.0],[40000.0],[89978.0],[1744000.0],[220844.0],[4132.0],[25200.0],[18200.0],[0.0],[35707.0],[20650.0],[595.0],[0.0],[94080.0],[8820.0],[126.0],[19600.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[17500.0],[0.0],[0.0],[0.0],6.0
['Napa'],2021-01-09 to 2021-01-15,32,[201376.0],[5069000.0],[1066280.0],[649880.0],[27814800.0],[2096428.0],[1279554.0],[77000.0],[153363.0],[0.0],[126000.0],[81592.0],[378.0],[0.0],[85120.0],[116060.0],[0.0],[364.0],[23800.0],[0.0],[0.0],[0.0],[0.0],[105.0],[41.0],[139600.0],[0.0],[0.0],[0.0],6.0
['Colusa'],2021-01-09 to 2021-01-15,32,[85248.0],[9392000.0],[264500.0],[10192.0],[9668000.0],[484940.0],[139403.0],[26880.0],[70007.0],[0.0],[35000.0],[36624.0],[0.0],[0.0],[66220.0],[0.0],[0.0],[19600.0],[11200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[350.0],[0.0],[0.0],[0.0],6.0
['Sutter'],2021-01-09 to 2021-01-15,32,[52600.0],[933800.0],[25000.0],[71890.0],[611000.0],[925360.0],[22169.0],[8400.0],[68264.0],[0.0],[68600.0],[47824.0],[35.0],[0.0],[118160.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7.0],[33600.0],[0.0],[0.0],[0.0],6.0
['Butte'],2021-01-09 to 2021-01-15,32,[117184.0],[6418200.0],[737900.0],[330064.0],[1996720.0],[1429004.0],[239333.0],[1041600.0],[102053.0],[0.0],[361214.0],[256312.0],[742.0],[0.0],[273910.0],[376600.0],[0.0],[700.0],[22876.0],[0.0],[0.0],[0.0],[1400.0],[35.0],[231.0],[232400.0],[0.0],[0.0],[0.0],6.0
['Calaveras'],2021-01-09 to 2021-01-15,32,[38910.0],[86000.0],[121000.0],[78050.0],[600200.0],[271384.0],[39140.0],[93800.0],[106400.0],[0.0],[77007.0],[56000.0],[70.0],[0.0],[44800.0],[36680.0],[0.0],[700.0],[4900.0],[35000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[33950.0],[0.0],[0.0],[0.0],6.0
['Contra Costa'],2021-01-09 to 2021-01-15,32,[809936.0],[15136200.0],[974600.0],[8473122.0],[23125900.0],[17453590.0],[1499324.0],[29465800.0],[736015.0],[3570.0],[2634100.0],[2408217.0],[3248.0],[14000.0],[1339570.0],[1294020.0],[25200.0],[0.0],[49000.0],[0.0],[0.0],[0.0],[0.0],[175.0],[370.0],[448700.0],[0.0],[0.0],[0.0],6.0
['Merced'],2021-01-09 to 2021-01-15,32,[1014492.0],[13790400.0],[1096060.0],[2218150.0],[16564000.0],[4676960.0],[167942.0],[275604.0],[101052.0],[0.0],[980000.0],[803915.0],[1344.0],[21000.0],[687680.0],[35280.0],[0.0],[2716.0],[79205.0],[0.0],[0.0],[3430.0],[0.0],[56.0],[77.0],[443100.0],[0.0],[0.0],[14.0],6.0
['Sierra'],2021-01-09 to 2021-01-15,32,[1100.0],[48900.0],[11500.0],[12040.0],[110060.0],[22520.0],[13214.0],[33600.0],[7000.0],[0.0],[10500.0],[5600.0],[112.0],[0.0],[4480.0],[0.0],[0.0],[42300.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[21.0],6.0
['Kern'],2021-01-09 to 2021-01-15,32,[3163548.0],[28739400.0],[5816300.0],[4631060.0],[10703000.0],[10492405.0],[7028635.0],[31200.0],[137242.0],[0.0],[876050.0],[829836.0],[14377.0],[0.0],[707000.0],[122640.0],[0.0],[2265.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[26.0],[1407.0],[0.0],[0.0],[0.0],[0.0],6.0
['Orange'],2021-01-09 to 2021-01-15,32,[5395168.0],[94464320.0],[6595700.0],[8407168.0],[80664880.0],[47238938.0],[3176227.0],[1350720.0],[2535129.0],[7056.0],[3682000.0],[3520020.0],[49336.0],[282100.0],[5354790.0],[1005760.0],[11550.0],[2464132.0],[1782340.0],[0.0],[16100.0],[14000.0],[0.0],[244.0],[386.0],[1400.0],[0.0],[0.0],[154.0],6.0
['Marin'],2021-01-09 to 2021-01-15,32,[1089128.0],[5047200.0],[315020.0],[1691340.0],[9729000.0],[4214660.0],[152510.0],[1064000.0],[494186.0],[0.0],[336000.0],[214648.0],[1064.0],[140000.0],[348720.0],[31640.0],[151396.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[133.0],[155050.0],[0.0],[0.0],[0.0],6.0
['San Mateo'],2021-01-09 to 2021-01-15,32,[731280.0],[18298000.0],[694780.0],[7479640.0],[13755800.0],[3064080.0],[368576.0],[19889520.0],[488782.0],[7056.0],[1771350.0],[1349789.0],[5327.0],[126000.0],[1185740.0],[274750.0],[0.0],[121490.0],[66500.0],[211400.0],[0.0],[0.0],[0.0],[91.0],[126.0],[285600.0],[0.0],[0.0],[249.0],6.0
['Imperial'],2021-01-09 to 2021-01-15,32,[828760.0],[30903300.0],[808540.0],[1756482.0],[13168580.0],[8013140.0],[1233344.0],[390880.0],[465082.0],[0.0],[406000.0],[324324.0],[112126.0],[0.0],[383600.0],[1165500.0],[497567.0],[2985.0],[42000.0],[0.0],[240.0],[3500.0],[0.0],[714.0],[1147.0],[152600.0],[0.0],[0.0],[0.0],6.0
['Alameda'],2021-01-09 to 2021-01-15,32,[1632808.0],[102321600.0],[10669100.0],[2107308.0],[49177200.0],[16715960.0],[2483706.0],[4800600.0],[1354619.0],[0.0],[3078600.0],[2083298.0],[13251.0],[28000.0],[1321880.0],[447440.0],[61474.0],[258121.0],[92400.0],[305200.0],[0.0],[0.0],[0.0],[70.0],[344.0],[120400.0],[0.0],[0.0],[1288.0],6.0
['Placer'],2021-01-09 to 2021-01-15,32,[558000.0],[23405600.0],[1191500.0],[2488190.0],[11585000.0],[3586024.0],[605876.0],[1066800.0],[11732.0],[0.0],[1281000.0],[1083824.0],[101983.0],[350000.0],[707840.0],[1398880.0],[15260.0],[0.0],[3586800.0],[0.0],[0.0],[0.0],[0.0],[0.0],[77.0],[660800.0],[0.0],[0.0],[98.0],6.0
['San Joaquin'],2021-01-09 to 2021-01-15,32,[2933372.0],[22336090.0],[1535600.0],[3981124.0],[35032760.0],[11418518.0],[817314.0],[2671480.0],[1204651.0],[700000.0],[806435.0],[417228.0],[6930.0],[576100.0],[1133860.0],[1248520.0],[310975.0],[1400.0],[375900.0],[0.0],[0.0],[0.0],[0.0],[343.0],[221.0],[361200.0],[0.0],[0.0],[70.0],6.0
['Riverside'],2021-01-09 to 2021-01-15,32,[862516.0],[93726200.0],[3125920.0],[8260000.0],[78053180.0],[19956480.0],[1868953.0],[1288560.0],[274043.0],[1680.0],[756000.0],[1019298.0],[41622.0],[10500.0],[1056300.0],[977200.0],[56350.0],[19040.0],[182000.0],[2443000.0],[0.0],[6500.0],[0.0],[1470.0],[580.0],[735000.0],[0.0],[0.0],[147.0],6.0
['Amador'],2021-01-09 to 2021-01-15,32,[105776.0],[1302000.0],[121000.0],[188300.0],[925000.0],[1365680.0],[45816.0],[0.0],[10605.0],[210.0],[98007.0],[33712.0],[960.0],[0.0],[40901.0],[44100.0],[7000.0],[23800.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[7000.0],[0.0],[0.0],[0.0],6.0
['Mariposa'],2021-01-09 to 2021-01-15,32,[21740.0],[872400.0],[33000.0],[11592.0],[988000.0],[162720.0],[78692.0],[29400.0],[14700.0],[0.0],[49000.0],[29712.0],[100800.0],[7000.0],[67200.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],6.0
['Mendocino'],2021-01-09 to 2021-01-15,32,[240000.0],[4445000.0],[546090.0],[507360.0],[3887000.0],[1365520.0],[148810.0],[0.0],[4550.0],[224000.0],[144200.0],[122241.0],[448.0],[0.0],[143360.0],[14000.0],[2240.0],[12600.0],[19600.0],[24612.0],[301.0],[0.0],[0.0],[2.0],[84.0],[68152.0],[0.0],[0.0],[0.0],6.0
['Stanislaus'],2021-01-09 to 2021-01-15,32,[455852.0],[12544800.0],[1801080.0],[9628600.0],[24321000.0],[10212928.0],[1076405.0],[19656.0],[26460.0],[3612.0],[1157800.0],[1017772.0],[107450.0],[126000.0],[782880.0],[257040.0],[159978.0],[2097.0],[95200.0],[81200.0],[0.0],[700.0],[0.0],[1322.0],[573.0],[394800.0],[0.0],[0.0],[7.0],6.0
['Fresno'],2021-01-09 to 2021-01-15,32,[1497400.0],[51629000.0],[8369300.0],[1304660.0],[34266040.0],[11313600.0],[2023803.0],[703360.0],[463169.0],[0.0],[1052800.0],[801500.0],[11543.0],[241150.0],[839580.0],[897540.0],[8960.0],[36330.0],[77000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[645.0],[10500.0],[0.0],[0.0],[861.0],6.0
['San Francisco'],2021-01-09 to 2021-01-15,32,[1992420.0],[38951800.0],[2089680.0],[400302.0],[34651120.0],[16396860.0],[554962.0],[494480.0],[149583.0],[6720.0],[2195935.0],[1681512.0],[6167.0],[0.0],[1219920.0],[747880.0],[18060.0],[3584.0],[85820.0],[317800.0],[0.0],[0.0],[0.0],[0.0],[728.0],[79450.0],[0.0],[0.0],[0.0],6.0
['Tulare'],2021-01-09 to 2021-01-15,32,[1365322.0],[16626400.0],[938000.0],[1800414.0],[27306720.0],[6564082.0],[501214.0],[467320.0],[155526.0],[14.0],[1169700.0],[504049.0],[7014.0],[99050.0],[488320.0],[350000.0],[93975.0],[44989.0],[44380.0],[0.0],[4200.0],[4970.0],[0.0],[166.0],[399.0],[534800.0],[0.0],[0.0],[0.0],6.0
['Monterey'],2021-01-09 to 2021-01-15,32,[646080.0],[21858136.0],[490300.0],[1753990.0],[19985000.0],[12152620.0],[1167275.0],[4006380.0],[182609.0],[0.0],[1001000.0],[767053.0],[2345.0],[102200.0],[514360.0],[672420.0],[58513.0],[1978.0],[84000.0],[0.0],[0.0],[700.0],[0.0],[0.0],[55.0],[238000.0],[0.0],[0.0],[252.0],6.0
['San Bernardino'],2021-01-09 to 2021-01-15,32,[921632.0],[36772200.0],[4484620.0],[2198394.0],[28439000.0],[8593498.0],[686612.0],[6720.0],[60075.0],[0.0],[511000.0],[319130.0],[31206.0],[5250.0],[658690.0],[235900.0],[49875.0],[18600.0],[33040.0],[0.0],[0.0],[1050.0],[0.0],[2100.0],[717.0],[140000.0],[0.0],[0.0],[90.0],6.0
['Lake'],2021-01-09 to 2021-01-15,32,[114000.0],[5185800.0],[176540.0],[182952.0],[6887720.0],[645940.0],[54920.0],[345240.0],[350.0],[0.0],[154700.0],[112700.0],[91.0],[2800.0],[143080.0],[79380.0],[0.0],[350.0],[14000.0],[0.0],[0.0],[0.0],[0.0],[0.0],[35.0],[0.0],[0.0],[0.0],[0.0],6.0
['Santa Barbara'],2021-01-09 to 2021-01-15,32,[310200.0],[17590000.0],[1946560.0],[964502.0],[17483120.0],[14164160.0],[1014756.0],[357056.0],[20349.0],[0.0],[1267000.0],[880915.0],[5389.0],[0.0],[434000.0],[327880.0],[29134.0],[7350.0],[95200.0],[0.0],[168.0],[0.0],[0.0],[0.0],[203.0],[336000.0],[0.0],[0.0],[126.0],6.0
['San Benito'],2021-01-09 to 2021-01-15,32,[20000.0],[1998200.0],[34000.0],[891820.0],[1736000.0],[1606710.0],[11600.0],[659520.0],[3962.0],[0.0],[544000.0],[269276.0],[56.0],[14000.0],[90400.0],[56280.0],[1925.0],[32900.0],[0.0],[7000.0],[0.0],[0.0],[0.0],[40.0],[70.0],[89600.0],[0.0],[0.0],[14.0],6.0
['Glenn'],2021-01-09 to 2021-01-15,32,[9900.0],[1634800.0],[48000.0],[19950.0],[770000.0],[1738200.0],[12172.0],[0.0],[70.0],[0.0],[91000.0],[32256.0],[1785.0],[0.0],[104440.0],[0.0],[0.0],[19600.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1750.0],[0.0],[0.0],[0.0],6.0
['Nevada'],2021-01-09 to 2021-01-15,32,[32300.0],[590600.0],[52500.0],[221984.0],[2897600.0],[1014280.0],[34382.0],[12600.0],[22988.0],[0.0],[120400.0],[83139.0],[489.0],[0.0],[44240.0],[95200.0],[2800.0],[13300.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[70.0],[4550.0],[0.0],[0.0],[28.0],6.0
['San Diego'],2021-01-09 to 2021-01-15,32,[4073456.0],[113523200.0],[6241000.0],[27297228.0],[120408736.0],[18615830.0],[2855283.0],[4808888.0],[1938583.0],[177282.0],[3136000.0],[1731520.0],[49266.0],[700000.0],[3399200.0],[35280.0],[77364.0],[807034.0],[817600.0],[141400.0],[504.0],[9870.0],[0.0],[1260.0],[1330.0],[470400.0],[0.0],[0.0],[0.0],6.0
['Inyo'],2021-01-09 to 2021-01-15,32,[180392.0],[3518300.0],[867340.0],[35924.0],[4062960.0],[655600.0],[99804.0],[660800.0],[5488.0],[756.0],[124700.0],[17150.0],[100800.0],[28000.0],[44310.0],[66920.0],[10087.0],[18878.0],[2100.0],[52500.0],[364.0],[1050.0],[0.0],[280.0],[21.0],[9100.0],[0.0],[0.0],[21.0],6.0
['Yolo'],2021-01-09 to 2021-01-15,32,[229460.0],[4704000.0],[2238740.0],[552846.0],[7773160.0],[1763160.0],[266035.0],[488640.0],[45925.0],[0.0],[147000.0],[88256.0],[959.0],[42000.0],[197120.0],[334040.0],[28063.0],[0.0],[16800.0],[7056.0],[0.0],[0.0],[0.0],[0.0],[217.0],[21000.0],[0.0],[0.0],[0.0],6.0
['Modoc'],2021-01-09 to 2021-01-15,32,[31000.0],[1337400.0],[44120.0],[91700.0],[400000.0],[120040.0],[23076.0],[0.0],[143073.0],[0.0],[71400.0],[53998.0],[252.0],[0.0],[62720.0],[8820.0],[0.0],[19600.0],[0.0],[0.0],[0.0],[0.0],[0.0],[14.0],[63.0],[1750.0],[0.0],[0.0],[0.0],6.0
['Humboldt'],2021-01-09 to 2021-01-15,32,[240936.0],[13302400.0],[393940.0],[1007300.0],[9429960.0],[1831840.0],[223712.0],[50400.0],[792197.0],[0.0],[729400.0],[551236.0],[0.0],[5250.0],[157920.0],[134960.0],[0.0],[31486.0],[10500.0],[0.0],[1456.0],[0.0],[0.0],[35.0],[0.0],[441700.0],[0.0],[0.0],[28.0],6.0
['Ventura'],2021-01-09 to 2021-01-15,32,[2286900.0],[58655450.0],[1782620.0],[2786350.0],[16807300.0],[15147720.0],[442365.0],[1452640.0],[50292.0],[0.0],[1582000.0],[874328.0],[5635.0],[0.0],[201600.0],[371140.0],[35280.0],[170970.0],[46900.0],[0.0],[336.0],[0.0],[0.0],[275.0],[0.0],[797650.0],[0.0],[0.0],[595.0],6.0
['Tuolumne'],2021-01-09 to 2021-01-15,32,[185360.0],[13367900.0],[84840.0],[324660.0],[3563000.0],[1317064.0],[82425.0],[20160.0],[28.0],[0.0],[154000.0],[42000.0],[2212.0],[0.0],[109830.0],[114660.0],[350.0],[7000.0],[3500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[28000.0],[0.0],[0.0],[0.0],6.0
['Santa Cruz'],2021-01-09 to 2021-01-15,32,[646044.0],[14309600.0],[947840.0],[2492700.0],[15626080.0],[7808585.0],[752620.0],[266000.0],[29890.0],[5600.0],[456400.0],[303042.0],[497.0],[476000.0],[385280.0],[85820.0],[37800.0],[1878.0],[34720.0],[71652.0],[0.0],[0.0],[0.0],[0.0],[667.0],[164500.0],[0.0],[0.0],[0.0],6.0
['Solano'],2021-01-09 to 2021-01-15,32,[568938.0],[8570600.0],[424420.0],[678496.0],[15377520.0],[3844060.0],[184636.0],[40320.0],[96397.0],[0.0],[693700.0],[411978.0],[3052.0],[5250.0],[762880.0],[13020.0],[33250.0],[7364.0],[70700.0],[93800.0],[0.0],[0.0],[45500.0],[0.0],[40.0],[0.0],[0.0],[0.0],[35.0],6.0
['Siskiyou'],2021-01-09 to 2021-01-15,32,[11224.0],[4074600.0],[275500.0],[77784.0],[1240000.0],[848520.0],[37212.0],[7000.0],[0.0],[0.0],[197407.0],[44142.0],[2835.0],[0.0],[226520.0],[70000.0],[0.0],[39550.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[10.0],[73500.0],[0.0],[0.0],[98.0],6.0
['Del Norte'],2021-01-09 to 2021-01-15,32,[75500.0],[9850400.0],[341220.0],[531152.0],[7812900.0],[1482130.0],[173708.0],[847392.0],[211246.0],[42.0],[358400.0],[355005.0],[0.0],[28000.0],[124075.0],[190820.0],[10500.0],[0.0],[8400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[42.0],[322350.0],[0.0],[0.0],[0.0],6.0
['Plumas'],2021-01-09 to 2021-01-15,32,[22512.0],[583400.0],[81500.0],[18200.0],[302000.0],[89160.0],[17436.0],[37800.0],[16338.0],[0.0],[70000.0],[19600.0],[1414.0],[0.0],[36480.0],[0.0],[2814.0],[19600.0],[5600.0],[0.0],[0.0],[0.0],[0.0],[168.0],[0.0],[0.0],[0.0],[0.0],[133.0],6.0
['Tehama'],2021-01-09 to 2021-01-15,32,[30000.0],[2612800.0],[60000.0],[33600.0],[523360.0],[388600.0],[22676.0],[44800.0],[54866.0],[0.0],[24500.0],[700.0],[3472.0],[0.0],[222600.0],[0.0],[0.0],[19600.0],[1400.0],[0.0],[0.0],[0.0],[0.0],[0.0],[84.0],[12600.0],[0.0],[0.0],[0.0],6.0
['Madera'],2021-01-09 to 2021-01-15,32,[552036.0],[3381200.0],[781500.0],[427000.0],[1099000.0],[3445080.0],[769332.0],[78400.0],[451528.0],[0.0],[385000.0],[210812.0],[581.0],[140000.0],[378560.0],[97860.0],[0.0],[7090.0],[7350.0],[0.0],[0.0],[0.0],[0.0],[91.0],[56.0],[84000.0],[0.0],[0.0],[0.0],6.0
['Sonoma'],2021-01-09 to 2021-01-15,32,[610400.0],[14782600.0],[2249740.0],[740320.0],[5956400.0],[6203020.0],[280758.0],[263456.0],[1148056.0],[0.0],[1463000.0],[1142519.0],[1153.0],[0.0],[602560.0],[222180.0],[106330.0],[22028.0],[76300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[243.0],[890400.0],[0.0],[0.0],[70.0],6.0
['Mono'],2021-01-09 to 2021-01-15,32,[33676.0],[906200.0],[39500.0],[65058.0],[1460500.0],[327940.0],[76678.0],[60200.0],[70700.0],[84.0],[140007.0],[48650.0],[0.0],[33250.0],[98000.0],[42280.0],[378.0],[0.0],[10500.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],6.0
['Lassen'],2021-01-09 to 2021-01-15,32,[18784.0],[3211000.0],[128900.0],[55370.0],[413000.0],[2913240.0],[51060.0],[280000.0],[0.0],[0.0],[35035.0],[35280.0],[102200.0],[0.0],[114560.0],[88200.0],[0.0],[12950.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[36400.0],[0.0],[0.0],[0.0],6.0
['El Dorado'],2021-01-09 to 2021-01-15,32,[46696.0],[2579600.0],[324040.0],[205520.0],[8661000.0],[261060.0],[62096.0],[33600.0],[126763.0],[0.0],[49000.0],[26600.0],[0.0],[14000.0],[237440.0],[88760.0],[1750.0],[350.0],[20300.0],[0.0],[0.0],[0.0],[0.0],[0.0],[126.0],[102900.0],[0.0],[0.0],[0.0],6.0
['Alpine'],2021-01-09 to 2021-01-15,32,[3700.0],[44000.0],[1000.0],[350.0],[42160.0],[1880.0],[4894.0],[0.0],[252.0],[0.0],[0.0],[5600.0],[0.0],[0.0],[15960.0],[8820.0],[700.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[700.0],[0.0],[0.0],[0.0],6.0
['Santa Clara'],2021-01-16 to 2021-01-22,33,[13804028.0],[62501250.0],[6438040.0],[3641680.0],[54079200.0],[56742003.0],[1572515.0],[1898400.0],[2368163.0],[168000.0],[4540200.0],[4494966.0],[93219.0],[1757000.0],[2787920.0],[84560.0],[446264.0],[525420.0],[26600.0],[70000.0],[0.0],[0.0],[0.0],[0.0],[672.0],[2940000.0],[0.0],[0.0],[399.0],7.0
['San Luis Obispo'],2021-01-16 to 2021-01-22,33,[353360.0],[10322200.0],[1019620.0],[188020.0],[6812400.0],[2851380.0],[317156.0],[635880.0],[12019.0],[0.0],[174021.0],[29400.0],[574.0],[182000.0],[156800.0],[175280.0],[3150.0],[1750.0],[42700.0],[36400.0],[0.0],[0.0],[0.0],[0.0],[7.0],[0.0],[0.0],[0.0],[0.0],7.0
['Kings'],2021-01-16 to 2021-01-22,33,[230692.0],[4995900.0],[2250500.0],[702674.0],[3184720.0],[4655560.0],[565978.0],[14000.0],[329924.0],[0.0],[204421.0],[172480.0],[5012.0],[7000.0],[135520.0],[87640.0],[0.0],[0.0],[385.0],[0.0],[0.0],[0.0],[0.0],[42.0],[84.0],[179200.0],[0.0],[0.0],[0.0],7.0
['Yuba'],2021-01-16 to 2021-01-22,33,[25200.0],[4732000.0],[241500.0],[612556.0],[9226000.0],[366960.0],[214438.0],[0.0],[145194.0],[0.0],[224014.0],[80220.0],[602.0],[0.0],[134400.0],[0.0],[476.0],[140728.0],[0.0],[0.0],[252.0],[0.0],[0.0],[28.0],[154.0],[35000.0],[0.0],[140.0],[0.0],7.0
['Shasta'],2021-01-16 to 2021-01-22,33,[153832.0],[4630500.0],[384160.0],[141554.0],[1148000.0],[473284.0],[195650.0],[6720.0],[48384.0],[0.0],[233100.0],[178416.0],[231.0],[0.0],[490880.0],[0.0],[0.0],[392.0],[9100.0],[0.0],[0.0],[0.0],[0.0],[0.0],[133.0],[114800.0],[0.0],[0.0],[245.0],7.0
['Los Angeles'],2021-01-16 to 2021-01-22,33,[21937402.0],[381873000.0],[20796020.0],[83458592.0],[337329000.0],[268333060.0],[13561569.0],[7614992.0],[1714419.0],[2800.0],[11036550.0],[7616182.0],[257516.0],[359100.0],[5996480.0],[1270780.0],[154819.0],[2004039.0],[208600.0],[0.0],[1330.0],[23740.0],[0.0],[6842.0],[10805.0],[385000.0],[0.0],[0.0],[84.0],7.0
