county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,california_flag
San Joaquin,2020-12-30,1042,7263,737,6258,305,1005,0,0,1042,7262,0,0,1042,7262,California
San Joaquin,2020-12-31,446,7709,199,6457,247,1252,0,0,448,7710,0,0,448,7710,California
San Joaquin,2021-01-01,16,7725,10,6467,6,1258,0,0,16,7726,0,0,16,7726,California
San Joaquin,2021-01-02,249,7974,227,6694,22,1280,0,0,248,7974,0,0,248,7974,California
San Joaquin,2021-01-03,34,8008,17,6711,17,1297,0,0,33,8006,1,1,33,8007,California
San Joaquin,2021-01-04,482,8490,340,7051,142,1439,0,0,479,8485,0,1,479,8486,California
San Joaquin,2021-01-05,1015,9505,707,7758,308,1747,0,0,847,9167,169,170,851,9337,California
San Joaquin,2021-01-06,1291,10796,780,8538,511,2258,0,0,928,9752,358,528,943,10280,California
San Joaquin,2021-01-07,1119,11915,713,9251,406,2664,0,0,797,10252,319,847,819,11099,California
San Joaquin,2021-01-08,1334,13249,946,10197,388,3052,0,0,802,10530,528,1375,806,11905,California
San Joaquin,2021-01-09,369,13618,295,10492,74,3126,0,0,240,10641,129,1504,240,12145,California
San Joaquin,2021-01-10,216,13834,110,10602,106,3232,0,0,166,10757,50,1554,166,12311,California
San Joaquin,2021-01-11,1562,15396,1356,11958,206,3438,0,0,919,11038,642,2196,923,13234,California
San Joaquin,2021-01-12,1510,16906,1074,13032,436,3874,0,0,755,11044,753,2949,759,13993,California
San Joaquin,2021-01-13,1463,18369,835,13867,628,4502,0,0,947,11476,518,3467,950,14943,California
San Joaquin,2021-01-14,1575,19944,903,14770,672,5174,0,0,1211,12360,332,3799,1216,16159,California
San Joaquin,2021-01-15,1555,21499,673,15443,882,6056,0,0,1309,13445,225,4024,1310,17469,California
San Joaquin,2021-01-16,1171,22670,193,15636,978,7034,0,0,1146,14567,25,4049,1147,18616,California
San Joaquin,2021-01-17,1638,24308,124,15760,1514,8548,0,0,1614,16160,24,4073,1617,20233,California
San Joaquin,2021-01-18,712,25020,240,16000,472,9020,0,0,590,16631,120,4193,591,20824,California
San Joaquin,2021-01-19,1860,26880,895,16895,965,9985,0,0,1151,17077,707,4900,1153,21977,California
San Joaquin,2021-01-20,2114,28994,1303,18198,811,10796,0,0,1437,17844,676,5576,1443,23420,California
San Joaquin,2021-01-21,1978,30972,931,19129,1047,11843,0,0,1556,18988,418,5994,1562,24982,California
San Joaquin,2021-01-22,1954,32926,957,20086,997,12840,0,0,1809,20659,142,6136,1813,26795,California
San Joaquin,2021-01-23,934,33860,404,20490,530,13370,0,0,663,21053,271,6407,665,27460,California
San Joaquin,2021-01-24,328,34188,130,20620,198,13568,0,0,308,21344,18,6425,309,27769,California
San Joaquin,2021-01-25,1981,36169,1163,21783,818,14386,0,0,1409,22184,571,6996,1411,29180,California
San Joaquin,2021-01-26,2173,38342,1156,22939,1017,15403,0,0,1537,23092,634,7630,1542,30722,California
San Joaquin,2021-01-27,1792,40134,806,23745,986,16389,0,0,1283,23880,506,8136,1294,32016,California
San Joaquin,2021-01-28,2117,42251,836,24581,1281,17670,0,0,1439,24647,677,8813,1444,33460,California
San Joaquin,2021-01-29,2250,44501,1138,25719,1112,18782,0,0,1874,26161,373,9186,1887,35347,California
San Joaquin,2021-01-30,2367,46868,324,26043,2043,20825,0,0,2193,28203,153,9339,2195,37542,California
San Joaquin,2021-01-31,1568,48436,178,26221,1390,22215,0,0,1494,29640,59,9398,1496,39038,California
San Joaquin,2021-02-01,2622,51058,1410,27631,1212,23427,0,0,1844,30715,773,10171,1848,40886,California
San Joaquin,2021-02-02,2686,53744,1240,28871,1446,24873,0,0,2055,32155,625,10796,2065,42951,California
San Joaquin,2021-02-03,3154,56898,1299,30170,1855,26728,0,0,2278,33567,870,11666,2282,45233,California
San Joaquin,2021-02-04,3533,60431,1799,31969,1734,28462,0,0,2718,35489,808,12474,2730,47963,California
San Joaquin,2021-02-05,3332,63763,1942,33911,1390,29852,0,0,2470,37106,860,13334,2477,50440,California
San Joaquin,2021-02-06,1129,64892,788,34699,341,30193,0,0,958,37896,171,13505,961,51401,California
San Joaquin,2021-02-07,604,65496,478,35177,126,30319,0,0,413,38126,184,13689,414,51815,California
San Joaquin,2021-02-08,1750,67246,1067,36244,683,31002,0,0,1448,39274,306,13995,1454,53269,California
San Joaquin,2021-02-09,2072,69318,1165,37409,907,31909,0,0,1615,40441,453,14448,1620,54889,California
San Joaquin,2021-02-10,2624,71942,1287,38696,1337,33246,0,0,1374,40617,1226,15674,1402,56291,California
San Joaquin,2021-02-11,2904,74846,1541,40237,1363,34609,0,0,1770,41298,1121,16795,1802,58093,California
San Joaquin,2021-02-12,2814,77660,1185,41422,1629,36238,0,0,1675,41857,1138,17933,1697,59790,California
San Joaquin,2021-02-13,2110,79770,395,41817,1715,37953,0,0,838,41440,1264,19197,847,60637,California
San Joaquin,2021-02-14,1871,81641,249,42066,1622,39575,0,0,671,40936,1192,20389,688,61325,California
San Joaquin,2021-02-15,1920,83561,808,42874,1112,40687,0,0,1151,41367,751,21140,1182,62507,California
San Joaquin,2021-02-16,3017,86578,1408,44282,1609,42296,0,0,1600,41600,1409,22549,1642,64149,California
San Joaquin,2021-02-17,3324,89902,1338,45620,1986,44282,0,0,1885,42116,1430,23979,1946,66095,California
San Joaquin,2021-02-18,3444,93346,1475,47095,1969,46251,0,0,1963,42659,1462,25441,2005,68100,California
San Joaquin,2021-02-19,4606,97952,2745,49840,1861,48112,0,0,2768,43807,1807,27248,2955,71055,California
San Joaquin,2021-02-20,1586,99538,599,50439,987,49099,0,0,1084,44408,501,27749,1102,72157,California
San Joaquin,2021-02-21,565,100103,417,50856,148,49247,0,0,370,44603,194,27943,389,72546,California
San Joaquin,2021-02-22,4038,104141,2983,53839,1055,50302,0,0,3025,46686,986,28929,3069,75615,California
San Joaquin,2021-02-23,4815,108956,3242,57081,1573,51875,0,0,3230,48440,1564,30493,3318,78933,California
San Joaquin,2021-02-24,6632,115588,4237,61318,2395,54270,0,0,4948,51775,1667,32160,5002,83935,California
San Joaquin,2021-02-25,7074,122662,4744,66062,2330,56600,0,0,4803,54474,2244,34404,4943,88878,California
San Joaquin,2021-02-26,5882,128544,3308,69370,2574,59174,0,0,4147,56985,1713,36117,4224,93102,California
San Joaquin,2021-02-27,5501,134045,1579,70949,3922,63096,0,0,2572,56723,2903,39020,2641,95743,California
San Joaquin,2021-02-28,2912,136957,1053,72002,1859,64955,0,0,1887,57618,1017,40037,1912,97655,California
San Joaquin,2021-03-01,4087,141044,1775,73777,2312,67267,0,0,2193,58093,1882,41919,2357,100012,California
San Joaquin,2021-03-02,4067,145111,1627,75404,2440,69707,0,0,2486,59092,1571,43490,2570,102582,California
San Joaquin,2021-03-03,5898,151009,3794,79198,2102,71809,2,2,4323,62001,1561,45051,4470,107052,California
San Joaquin,2021-03-04,4964,155973,2389,81587,2575,74384,0,2,3099,63544,1854,46905,3397,110449,California
San Joaquin,2021-03-05,4209,160182,1873,83460,2330,76714,6,8,2888,65304,1310,48215,3070,113519,California
San Joaquin,2021-03-06,3364,163546,2292,85752,951,77665,121,129,2801,67691,556,48771,2943,116462,California
San Joaquin,2021-03-07,1197,164743,537,86289,620,78285,40,169,935,68405,247,49018,961,117423,California
San Joaquin,2021-03-08,2739,167482,1119,87408,1543,79828,77,246,1846,69483,885,49903,1963,119386,California
San Joaquin,2021-03-09,4191,171673,1857,89265,2213,82041,121,367,2661,70805,1515,51418,2837,122223,California
San Joaquin,2021-03-10,4948,176621,2595,91860,2232,84273,121,488,3497,73015,1434,52852,3644,125867,California
San Joaquin,2021-03-11,4746,181367,2449,94309,2111,86384,186,674,2835,74196,1902,54754,3083,128950,California
San Joaquin,2021-03-12,6386,187753,3406,97715,2759,89143,221,895,3775,75818,2600,57354,4222,133172,California
San Joaquin,2021-03-13,2902,190655,1476,99191,1324,90467,102,997,2060,77252,835,58189,2269,135441,California
San Joaquin,2021-03-14,1629,192284,555,99746,913,91380,161,1158,886,77595,742,58931,1085,136526,California
San Joaquin,2021-03-15,6062,198346,3792,103538,2110,93490,160,1318,2999,77767,3056,61987,3228,139754,California
San Joaquin,2021-03-16,7006,205352,4365,107903,2589,96079,52,1370,3962,78776,3040,65027,4049,143803,California
San Joaquin,2021-03-17,7627,212979,5158,113061,2428,98507,41,1411,3969,79240,3640,68667,4104,147907,California
San Joaquin,2021-03-18,6570,219549,4171,117232,1987,100494,412,1823,2665,78648,3892,72559,3300,151207,California
San Joaquin,2021-03-19,3957,223506,2270,119502,1528,102022,159,1982,1629,78335,2323,74882,2010,153217,California
San Joaquin,2021-03-20,2,223508,2,119504,0,102022,0,1982,1,78335,1,74883,1,153218,California
San Luis Obispo,2020-12-16,4,4,4,4,0,0,0,0,4,4,0,0,4,4,California
San Luis Obispo,2020-12-17,196,200,196,200,0,0,0,0,196,200,0,0,196,200,California
San Luis Obispo,2020-12-18,223,423,223,423,0,0,0,0,223,423,0,0,223,423,California
San Luis Obispo,2020-12-19,164,587,164,587,0,0,0,0,164,587,0,0,164,587,California
San Luis Obispo,2020-12-20,215,802,215,802,0,0,0,0,215,802,0,0,215,802,California
San Luis Obispo,2020-12-21,552,1354,552,1354,0,0,0,0,552,1354,0,0,552,1354,California
San Luis Obispo,2020-12-22,307,1661,303,1657,4,4,0,0,307,1661,0,0,307,1661,California
San Luis Obispo,2020-12-23,683,2344,370,2027,313,317,0,0,683,2344,0,0,683,2344,California
San Luis Obispo,2020-12-24,195,2539,19,2046,176,493,0,0,195,2539,0,0,195,2539,California
San Luis Obispo,2020-12-25,2,2541,1,2047,1,494,0,0,2,2541,0,0,2,2541,California
San Luis Obispo,2020-12-26,90,2631,12,2059,78,572,0,0,90,2631,0,0,90,2631,California
San Luis Obispo,2020-12-27,75,2706,0,2059,75,647,0,0,75,2706,0,0,75,2706,California
San Luis Obispo,2020-12-28,878,3584,431,2490,447,1094,0,0,878,3584,0,0,878,3584,California
San Luis Obispo,2020-12-29,903,4487,502,2992,401,1495,0,0,903,4487,0,0,903,4487,California
San Luis Obispo,2020-12-30,1175,5662,682,3674,493,1988,0,0,1175,5662,0,0,1175,5662,California
San Luis Obispo,2020-12-31,106,5768,4,3678,102,2090,0,0,106,5768,0,0,106,5768,California
San Luis Obispo,2021-01-01,11,5779,7,3685,4,2094,0,0,11,5779,0,0,11,5779,California
San Luis Obispo,2021-01-02,31,5810,7,3692,24,2118,0,0,31,5810,0,0,31,5810,California
San Luis Obispo,2021-01-03,16,5826,6,3698,10,2128,0,0,16,5826,0,0,16,5826,California
San Luis Obispo,2021-01-04,674,6500,524,4222,150,2278,0,0,674,6500,0,0,674,6500,California
San Luis Obispo,2021-01-05,978,7478,760,4982,218,2496,0,0,976,7474,2,2,976,7476,California
San Luis Obispo,2021-01-06,726,8204,481,5463,245,2741,0,0,718,8185,7,9,718,8194,California
San Luis Obispo,2021-01-07,1128,9332,950,6413,178,2919,0,0,686,8429,442,451,686,8880,California
San Luis Obispo,2021-01-08,880,10212,804,7217,76,2995,0,0,511,8572,368,819,511,9391,California
San Luis Obispo,2021-01-09,206,10418,198,7415,8,3003,0,0,28,8422,178,997,28,9419,California
San Luis Obispo,2021-01-10,10,10428,7,7422,3,3006,0,0,6,8424,4,1001,6,9425,California
San Luis Obispo,2021-01-11,526,10954,476,7898,50,3056,0,0,264,8427,261,1262,264,9689,California
San Luis Obispo,2021-01-12,598,11552,380,8278,218,3274,0,0,320,8469,278,1540,320,10009,California
San Luis Obispo,2021-01-13,882,12434,254,8532,628,3902,0,0,643,8875,237,1777,643,10652,California
San Luis Obispo,2021-01-14,728,13162,241,8773,487,4389,0,0,603,9366,112,1889,603,11255,California
San Luis Obispo,2021-01-15,734,13896,292,9065,442,4831,0,0,556,9749,173,2062,556,11811,California
San Luis Obispo,2021-01-16,99,13995,81,9146,18,4849,0,0,94,9838,5,2067,94,11905,California
San Luis Obispo,2021-01-17,65,14060,60,9206,5,4854,0,0,65,9903,0,2067,65,11970,California
San Luis Obispo,2021-01-18,1370,15430,388,9594,982,5836,0,0,1108,10749,262,2329,1108,13078,California
San Luis Obispo,2021-01-19,1582,17012,417,10011,1165,7001,0,0,1175,11517,407,2736,1175,14253,California
San Luis Obispo,2021-01-20,1881,18893,598,10609,1283,8284,0,0,1291,12221,588,3324,1292,15545,California
San Luis Obispo,2021-01-21,1567,20460,466,11075,1101,9385,0,0,1196,13049,368,3692,1196,16741,California
San Luis Obispo,2021-01-22,1515,21975,508,11583,1007,10392,0,0,1201,13937,313,4005,1201,17942,California
San Luis Obispo,2021-01-23,309,22284,292,11875,17,10409,0,0,294,14216,15,4020,294,18236,California
San Luis Obispo,2021-01-24,244,22528,239,12114,5,10414,0,0,238,14448,6,4026,238,18474,California
San Luis Obispo,2021-01-25,2070,24598,606,12720,1464,11878,0,0,1242,14864,828,4854,1244,19718,California
San Luis Obispo,2021-01-26,1998,26596,702,13422,1296,13174,0,0,1132,15132,864,5718,1132,20850,California
San Luis Obispo,2021-01-27,1609,28205,276,13698,1333,14507,0,0,1147,15817,462,6180,1147,21997,California
San Luis Obispo,2021-01-28,1457,29662,318,14016,1139,15646,0,0,1195,16751,261,6441,1195,23192,California
San Luis Obispo,2021-01-29,1722,31384,674,14690,1048,16694,0,0,1440,17909,282,6723,1440,24632,California
San Luis Obispo,2021-01-30,30,31414,11,14701,19,16713,0,0,25,17930,4,6727,25,24657,California
San Luis Obispo,2021-01-31,30,31444,20,14721,10,16723,0,0,27,17954,3,6730,27,24684,California
San Luis Obispo,2021-02-01,1651,33095,698,15419,953,17676,0,0,1384,19071,267,6997,1384,26068,California
San Luis Obispo,2021-02-02,1890,34985,674,16093,1216,18892,0,0,1514,20209,376,7373,1514,27582,California
San Luis Obispo,2021-02-03,1700,36685,725,16818,975,19867,0,0,1289,21087,411,7784,1289,28871,California
San Luis Obispo,2021-02-04,1652,38337,799,17617,853,20720,0,0,1089,21613,563,8347,1089,29960,California
San Luis Obispo,2021-02-05,1592,39929,718,18335,874,21594,0,0,1048,22118,544,8891,1049,31009,California
San Luis Obispo,2021-02-06,159,40088,92,18427,67,21661,0,0,95,22149,64,8955,95,31104,California
San Luis Obispo,2021-02-07,143,40231,96,18523,47,21708,0,0,75,22156,68,9023,75,31179,California
San Luis Obispo,2021-02-08,849,41080,462,18985,387,22095,0,0,492,22292,356,9379,492,31671,California
San Luis Obispo,2021-02-09,1120,42200,446,19431,674,22769,0,0,539,22262,576,9955,546,32217,California
San Luis Obispo,2021-02-10,1421,43621,481,19912,940,23709,0,0,519,21885,899,10854,522,32739,California
San Luis Obispo,2021-02-11,1325,44946,838,20750,487,24196,0,0,652,21867,670,11524,652,33391,California
San Luis Obispo,2021-02-12,767,45713,352,21102,415,24611,0,0,405,21910,362,11886,405,33796,California
San Luis Obispo,2021-02-13,372,46085,109,21211,263,24874,0,0,278,22095,93,11979,278,34074,California
San Luis Obispo,2021-02-14,305,46390,41,21252,264,25138,0,0,269,22328,36,12015,269,34343,California
San Luis Obispo,2021-02-15,704,47094,133,21385,571,25709,0,0,451,22529,250,12265,451,34794,California
San Luis Obispo,2021-02-16,2934,50028,1187,22572,1747,27456,0,0,1333,22268,1594,13859,1333,36127,California
San Luis Obispo,2021-02-17,2748,52776,1220,23792,1528,28984,0,0,1019,21565,1722,15581,1019,37146,California
San Luis Obispo,2021-02-18,2801,55577,1439,25231,1362,30346,0,0,1136,21043,1658,17239,1136,38282,California
San Luis Obispo,2021-02-19,1436,57013,1318,26549,118,30464,0,0,1116,21841,319,17558,1117,39399,California
San Luis Obispo,2021-02-20,226,57239,79,26628,147,30611,0,0,195,22005,31,17589,195,39594,California
San Luis Obispo,2021-02-21,33,57272,30,26658,3,30614,0,0,22,22016,11,17600,22,39616,California
San Luis Obispo,2021-02-22,2398,59670,1853,28511,545,31159,0,0,1464,22546,934,18534,1464,41080,California
San Luis Obispo,2021-02-23,1849,61519,1740,30251,109,31268,0,0,1364,23426,484,19018,1364,42444,California
San Luis Obispo,2021-02-24,2626,64145,1286,31537,1340,32608,0,0,826,22454,1798,20816,826,43270,California
San Luis Obispo,2021-02-25,2028,66173,1150,32687,878,33486,0,0,1114,22660,909,21725,1115,44385,California
San Luis Obispo,2021-02-26,2582,68755,1122,33809,1460,34946,0,0,1289,22661,1288,23013,1289,45674,California
San Luis Obispo,2021-02-27,565,69320,343,34152,222,35168,0,0,522,23140,43,23056,522,46196,California
San Luis Obispo,2021-02-28,175,69495,70,34222,105,35273,0,0,144,23257,27,23083,144,46340,California
San Luis Obispo,2021-03-01,2869,72364,1782,36004,1086,36359,1,1,1969,24330,900,23983,1973,48313,California
San Luis Obispo,2021-03-02,2729,75093,1685,37689,1044,37403,0,1,1649,24900,1079,25062,1649,49962,California
San Luis Obispo,2021-03-03,2061,77154,292,37981,1769,39172,0,1,690,24222,1369,26431,691,50653,California
San Luis Obispo,2021-03-04,1941,79095,979,38960,962,40134,0,1,996,24275,943,27374,996,51649,California
San Luis Obispo,2021-03-05,2088,81183,883,39843,1136,41270,69,70,1144,24551,937,28311,1213,52862,California
San Luis Obispo,2021-03-06,799,81982,299,40142,404,41674,96,166,596,25034,203,28514,686,53548,California
San Luis Obispo,2021-03-07,202,82184,35,40177,91,41765,76,242,81,25071,120,28634,157,53705,California
San Luis Obispo,2021-03-08,2357,84541,712,40889,1401,43166,244,486,1311,25584,1046,29680,1559,55264,California
San Luis Obispo,2021-03-09,2698,87239,893,41782,1576,44742,229,715,1347,25812,1349,31029,1577,56841,California
San Luis Obispo,2021-03-10,2600,89839,984,42766,1438,46180,178,893,1384,26158,1216,32245,1562,58403,California
San Luis Obispo,2021-03-11,2631,92470,1109,43875,1247,47427,275,1168,1416,26638,1211,33456,1691,60094,California
San Luis Obispo,2021-03-12,2646,95116,1173,45048,1220,48647,253,1421,1301,26851,1343,34799,1556,61650,California
San Luis Obispo,2021-03-13,558,95674,227,45275,226,48873,105,1526,345,27087,213,35012,449,62099,California
San Luis Obispo,2021-03-14,315,95989,39,45314,171,49044,105,1631,80,27038,234,35246,185,62284,California
San Luis Obispo,2021-03-15,2757,98746,1053,46367,1612,50656,92,1723,1288,26951,1468,36714,1381,63665,California
San Luis Obispo,2021-03-16,2589,101335,1438,47805,1054,51710,97,1820,1265,26992,1321,38035,1362,65027,California
San Luis Obispo,2021-03-17,2733,104068,1189,48994,1326,53036,218,2038,1522,27525,1207,39242,1740,66767,California
San Luis Obispo,2021-03-18,1844,105912,1105,50099,573,53609,166,2204,683,27215,1160,40402,850,67617,California
San Luis Obispo,2021-03-19,1036,106948,760,50859,253,53862,23,2227,248,26700,788,41190,273,67890,California
San Bernardino,2020-12-15,12,12,12,12,0,0,0,0,12,12,0,0,12,12,California
San Bernardino,2020-12-16,108,120,108,120,0,0,0,0,108,120,0,0,108,120,California
San Bernardino,2020-12-17,2340,2460,2340,2460,0,0,0,0,2340,2460,0,0,2340,2460,California
San Bernardino,2020-12-18,3140,5600,3137,5597,3,3,0,0,3141,5601,0,0,3141,5601,California
San Bernardino,2020-12-19,1067,6667,1067,6664,0,3,0,0,1068,6669,0,0,1068,6669,California
San Bernardino,2020-12-20,1170,7837,1169,7833,1,4,0,0,1170,7839,0,0,1170,7839,California
San Bernardino,2020-12-21,2455,10292,2450,10283,5,9,0,0,2455,10294,0,0,2455,10294,California
San Bernardino,2020-12-22,2270,12562,2147,12430,123,132,0,0,2271,12565,0,0,2271,12565,California
San Bernardino,2020-12-23,2642,15204,1450,13880,1192,1324,0,0,2641,15206,0,0,2641,15206,California
San Bernardino,2020-12-24,1157,16361,586,14466,571,1895,0,0,1159,16365,0,0,1159,16365,California
San Bernardino,2020-12-25,75,16436,14,14480,61,1956,0,0,75,16440,0,0,75,16440,California
San Bernardino,2020-12-26,461,16897,253,14733,208,2164,0,0,461,16901,0,0,461,16901,California
San Bernardino,2020-12-27,343,17240,160,14893,183,2347,0,0,343,17244,0,0,343,17244,California
San Bernardino,2020-12-28,1551,18791,706,15599,845,3192,0,0,1552,18796,0,0,1552,18796,California
San Bernardino,2020-12-29,2206,20997,1041,16640,1165,4357,0,0,2205,21000,1,1,2205,21001,California
San Bernardino,2020-12-30,2887,23884,1460,18100,1427,5784,0,0,2888,23888,0,1,2888,23889,California
San Bernardino,2020-12-31,1345,25229,439,18539,906,6690,0,0,1343,25231,0,1,1343,25232,California
San Bernardino,2021-01-01,271,25500,148,18687,123,6813,0,0,270,25501,0,1,270,25502,California
San Bernardino,2021-01-02,474,25974,339,19026,135,6948,0,0,474,25975,0,1,474,25976,California
San Bernardino,2021-01-03,133,26107,86,19112,47,6995,0,0,133,26108,0,1,133,26109,California
San Bernardino,2021-01-04,2108,28215,1288,20400,820,7815,0,0,2107,28215,0,1,2107,28216,California
San Bernardino,2021-01-05,2327,30542,1458,21858,869,8684,0,0,2213,30319,109,110,2213,30429,California
San Bernardino,2021-01-06,3411,33953,2345,24203,1066,9750,0,0,2925,32766,480,590,2927,33356,California
San Bernardino,2021-01-07,5363,39316,4476,28679,887,10637,0,0,2446,32316,2897,3487,2447,35803,California
San Bernardino,2021-01-08,5345,44661,4436,33115,909,11546,0,0,2270,31518,3070,6557,2272,38075,California
